qid,wikidata_name,display_name,country,club_qid,alias
Q100296,파트리크 콜만,파트리크 콜만,독일,Q41420,
Q100517,베르너 드레셀,베르너 드레셀,독일,Q41420,
Q1016504,Burkhard Segler,Burkhard Segler,독일,Q41420,
Q104035264,Ansgar Knauff,Ansgar Knauff,독일,Q41420,
Q104454,마리오 괴체,마리오 괴체,독일,Q41420,"Mario Goetze, Mario Gotze"
Q106591364,Rasa Schulskyte,Rasa Schulskyte,독일,Q41420,Rasa Šulskytė
Q106591364,Rasa Schulskyte,Rasa Schulskyte,리투아니아,Q41420,Rasa Šulskytė
Q106591364,Rasa Schulskyte,Rasa Schulskyte,소련,Q41420,Rasa Šulskytė
Q106915801,카니 추쿠에메카,카니 추쿠에메카,오스트리아,Q41420,Carney Chibueze Chukwuemeka
Q106948344,Q106948344,Q106948344,독일,Q41420,Marcel Laurenz Lotka
Q106948344,Q106948344,Q106948344,폴란드,Q41420,Marcel Laurenz Lotka
Q106967174,Daniel Svensson,Daniel Svensson,스웨덴,Q41420,Daniel Jonathan Svensson
Q107076,토르스텐 프링스,토르스텐 프링스,독일,Q41420,"토어스텐 프링스, 프링스"
Q1079387,Christian Eggert,Christian Eggert,독일,Q41420,
Q110053,마츠 후멜스,마츠 후멜스,독일,Q41420,Mats Julian Hummels
Q110483835,조브 벨링엄,조브 벨링엄,아일랜드,Q41420,Jobe Samuel Patrick Bellingham
Q110483835,조브 벨링엄,조브 벨링엄,영국,Q41420,Jobe Samuel Patrick Bellingham
Q110523,마뉴엘 프리드리히,마뉴엘 프리드리히,독일,Q41420,
Q111627959,제이미 기튼스,제이미 기튼스,영국,Q41420,Jamie Jermaine Bynoe-Gittens
Q111633209,Lion Semić,Lion Semić,독일,Q41420,
Q1126533,Conor Casey,Conor Casey,미국,Q41420,Conor Patrick Casey
Q114436146,Silas Ostrzinski,Silas Ostrzinski,독일,Q41420,
Q116067,필리프 데겐,필리프 데겐,스위스,Q41420,
Q116725515,Cole Campbell,Cole Campbell,미국,Q41420,William Cole Campbell
Q116725515,Cole Campbell,Cole Campbell,아이슬란드,Q41420,William Cole Campbell
Q1189578,Dennis Vogt,Dennis Vogt,독일,Q41420,
Q120255,프란츠 브룽스,프란츠 브룽스,독일,Q41420,
Q1222355,Dieter Kurrat,Dieter Kurrat,독일,Q41420,
Q1222355,Dieter Kurrat,Dieter Kurrat,독일국,Q41420,
Q1222505,Dieter Mietz,Dieter Mietz,독일,Q41420,
Q1222984,Dieter Weinkauff,Dieter Weinkauff,독일,Q41420,
Q1223377,Dietmar Erler,Dietmar Erler,독일,Q41420,
Q1227899,Dirk Hupe,Dirk Hupe,독일,Q41420,
