qid,wikidata_name,display_name,country,club_qid,alias
Q102266554,Patrice Sauvaget,Patrice Sauvaget,프랑스,Q845137,
Q10433309,Branko Tucak,Branko Tucak,프랑스,Q845137,
Q10492312,Yoann Tribeau,Yoann Tribeau,프랑스,Q845137,
Q10492969,Mahamat Saleh,Mahamat Saleh,차드,Q845137,
Q10546248,Ľudovít Lancz,Ľudovít Lancz,체코슬로바키아,Q845137,"Ludovit Lancz, Ľudovit Lancz"
Q108655270,Maxime Sivis,Maxime Sivis,콩고 민주 공화국,Q845137,
Q108655270,Maxime Sivis,Maxime Sivis,프랑스,Q845137,
Q1098247,클라우디우 케셰뤼,클라우디우 케셰뤼,루마니아,Q845137,Claudiu Andreï Keșerü
Q111824631,Patrick Chaslerie,Patrick Chaslerie,프랑스,Q845137,
Q1150362,Célestin Oliver,Célestin Oliver,프랑스,Q845137,"Célestin Jean Pierre Oliver, Celestin Oliver"
Q11598881,Yannis Dogo,Yannis Dogo,프랑스,Q845137,
Q116155,프랭스 오니앙게,프랭스 오니앙게,콩고 공화국,Q845137,"Prince Alban Oniangué, Prince Oniangué"
Q116155,프랭스 오니앙게,프랭스 오니앙게,프랑스,Q845137,"Prince Alban Oniangué, Prince Oniangué"
Q11784652,Mohamed Ben Othman,Mohamed Ben Othman,튀니지,Q845137,Mohamed Slim Ben Othman
Q123118,레몽 코파,레몽 코파,폴란드,Q845137,레몽 코파셰프스키
Q123118,레몽 코파,레몽 코파,프랑스,Q845137,레몽 코파셰프스키
Q12386093,José María Martín Rodríguez,José María Martín Rodríguez,스페인,Q845137,José María Martín
Q128937,José Saez,José Saez,스페인,Q845137,Jose Saez
Q128937,José Saez,José Saez,프랑스,Q845137,Jose Saez
Q129023,크리스토프 갈티에,크리스토프 갈티에,프랑스,Q845137,
Q12989629,Mohamed Firoud,Mohamed Firoud,프랑스,Q845137,
Q1335717,스텔란 닐손,스텔란 닐손,스웨덴,Q845137,
Q1336950,Emil Săndoi,Emil Săndoi,루마니아,Q845137,
Q13415081,바티스트 기욤,바티스트 기욤,벨기에,Q845137,
Q1355012,Karim Maroc,Karim Maroc,알제리,Q845137,
Q1359249,장마르크 기유,장마르크 기유,프랑스,Q845137,
Q1371956,마르크 베르돌,마르크 베르돌,프랑스,Q845137,
Q1372118,Michel Stievenard,Michel Stievenard,프랑스,Q845137,
Q1373089,페르난두 카브리타,페르난두 카브리타,포르투갈,Q845137,
Q139615,Dickson Nwakaeme,Dickson Nwakaeme,나이지리아,Q845137,
Q1404826,세바스티앵 르누아르,세바스티앵 르누아르,프랑스,Q845137,세바스티앵 장클로드 르누아르
Q1405046,Joël Cantona,Joël Cantona,프랑스,Q845137,
Q14632575,Raymond Toscanelli,Raymond Toscanelli,프랑스,Q845137,
Q15082662,사이드 벤라흐마,사이드 벤라흐마,알제리,Q845137,Mohammed Saïd Benrahma
Q15082662,사이드 벤라흐마,사이드 벤라흐마,프랑스,Q845137,Mohammed Saïd Benrahma
Q1513436,Pascal Bedrossian,Pascal Bedrossian,프랑스,Q845137,
Q15984088,Yves Legrand,Yves Legrand,프랑스,Q845137,
Q16157108,Guillaume Graechen,Guillaume Graechen,프랑스,Q845137,
Q161862,Didier Monczuk,Didier Monczuk,프랑스,Q845137,
Q16234524,Bilel El Hamzaoui,Bilel El Hamzaoui,모로코,Q845137,Bilel El Hamzaoui Bakna
Q16234524,Bilel El Hamzaoui,Bilel El Hamzaoui,프랑스,Q845137,Bilel El Hamzaoui Bakna
Q16269379,Jean-Luc Perraud,Jean-Luc Perraud,프랑스,Q845137,
Q16727774,Jimmy Cabot,Jimmy Cabot,프랑스,Q845137,
Q1678068,Jacques Petiteau,Jacques Petiteau,프랑스,Q845137,
Q1683082,Alfred Thuau,Alfred Thuau,프랑스,Q845137,
Q1685185,Jean-Pierre Brucato,Jean-Pierre Brucato,프랑스,Q845137,
Q1714982,Jérémy Perbet,Jérémy Perbet,프랑스,Q845137,Jérémy Louis Perbet
Q1719929,Rabah Iddir,Rabah Iddir,프랑스,Q845137,
Q17350546,파마라 디에디우,파마라 디에디우,세네갈,Q845137,
Q17486068,Frédéric Lemasson,Frédéric Lemasson,프랑스,Q845137,
Q17629900,Hervé Rollain,Hervé Rollain,프랑스,Q845137,
Q1764177,Cyril Théréau,Cyril Théréau,프랑스,Q845137,Cyril Thereau
Q1774259,고란 카라노비치,고란 카라노비치,스위스,Q845137,
