qid,wikidata_name,display_name,country,club_qid,alias
Q100524709,Felix Irorere,Felix Irorere,나이지리아,Q38245,Felix Omoruyi Irorere
Q100524709,Felix Irorere,Felix Irorere,독일,Q38245,Felix Omoruyi Irorere
Q100524709,Felix Irorere,Felix Irorere,프랑스,Q38245,Felix Omoruyi Irorere
Q100602910,위고 에키티케,위고 에키티케,프랑스,Q38245,"Hugo Ekitiké, Hugo Timothée Ekitike, Hugo Timothée Ekitiké"
Q103153,Walther Bensemann,Walther Bensemann,독일,Q38245,Walter Bensemann
Q1033494,János Hanek,János Hanek,헝가리,Q38245,Janos Hanek
Q103724,Matthias Becker,Matthias Becker,독일,Q38245,
Q104035264,Ansgar Knauff,Ansgar Knauff,독일,Q38245,
Q104177308,Diant Ramaj,Diant Ramaj,독일,Q38245,
Q104177308,Diant Ramaj,Diant Ramaj,코소보,Q38245,
Q104454,마리오 괴체,마리오 괴체,독일,Q38245,"Mario Goetze, Mario Gotze"
Q105707,우베 슈나이더,우베 슈나이더,독일,Q38245,
Q105837629,Michael Osei,Michael Osei,가나,Q38245,
Q105991,Hermann Lindemann,Hermann Lindemann,독일,Q38245,
Q107659,Andreas Menger,Andreas Menger,독일,Q38245,
Q1081384,Christian Peukert,Christian Peukert,독일,Q38245,
Q1094297,Slobodan Medojević,Slobodan Medojević,세르비아,Q38245,
Q110259,Ralf Raps,Ralf Raps,독일,Q38245,
Q111076,Winfried Stradt,Winfried Stradt,독일,Q38245,
Q111698568,Kadir Lobo,Kadir Lobo,독일,Q38245,
Q111698568,Kadir Lobo,Kadir Lobo,에스토니아,Q38245,
Q111698568,Kadir Lobo,Kadir Lobo,폴란드,Q38245,
Q1118463,Henning Bürger,Henning Bürger,독일,Q38245,
Q1118463,Henning Bürger,Henning Bürger,동독,Q38245,
Q112191982,Sarah Vogel,Sarah Vogel,독일,Q38245,Sarah Franziska Vogel
Q1121980,Dirk Borkenhagen,Dirk Borkenhagen,독일,Q38245,
Q114367509,넬레 베셀,넬레 베셀,독일,Q38245,
