qid,wikidata_name,display_name,country,club_qid,alias
Q102192752,Vicente Giraldós,Vicente Giraldós,스페인,Q8823,
Q10418209,Billy Hibbert,Billy Hibbert,그레이트브리튼 아일랜드 연합왕국,Q8823,William Hibbert
Q10418209,Billy Hibbert,Billy Hibbert,영국,Q8823,William Hibbert
Q104516577,José Enrique Badal Pons,José Enrique Badal Pons,정보 없음,Q8823,
Q10486896,Mladen Munjaković,Mladen Munjaković,크로아티아,Q8823,
Q105079870,Toni Mengual,Toni Mengual,스페인,Q8823,
Q10552615,Deyverson,Deyverson,브라질,Q8823,Deyverson Brum Silva
Q105618555,Chicão,Chicão,브라질,Q8823,Francisco Amancio dos Santos
Q106489524,Antonio Marín Coll,Antonio Marín Coll,스페인,Q8823,
Q107035459,Jon Ander Olasagasti,Jon Ander Olasagasti,스페인,Q8823,
Q10772,Alex Geijo,Alex Geijo,스페인,Q8823,"Álex Geijo, Alex Geijo Pazos, Álex Geijo Pazos, Alexandre Geijo"
Q1083226,Juan Ramón Cabrero Obrer,Juan Ramón Cabrero Obrer,스페인,Q8823,"Juanra, Juan Ramon Cabrero Obrer"
Q10977779,Ignacio Llácer,Ignacio Llácer,스페인,Q8823,
Q110220404,마르크 푸빌,마르크 푸빌,스페인,Q8823,
Q110495913,Alan Matturro,Alan Matturro,우루과이,Q8823,Alan Agustín Matturro Romero
Q110495913,Alan Matturro,Alan Matturro,이탈리아,Q8823,Alan Agustín Matturro Romero
Q11080997,José Valero Martín,José Valero Martín,스페인,Q8823,
Q111649665,Miroslav Khlebosolov,Miroslav Khlebosolov,벨라루스,Q8823,Miraslaŭ Chliebasolaŭ
Q111675268,Pepe Egea,Pepe Egea,스페인,Q8823,José Egea Leal
Q1123581,Juvenal Edjogo Owono,Juvenal Edjogo Owono,적도 기니,Q8823,"Juvenal Edjogo, Juvenal Edjogo Owono Montalban, Juvenal Edjogo Owono Montalbán"
Q114598,토미슬라브 에르체그,토미슬라브 에르체그,유고슬라비아 사회주의 연방공화국,Q8823,
Q114598,토미슬라브 에르체그,토미슬라브 에르체그,크로아티아,Q8823,
Q114626432,Rafael Verdú Fernández,Rafael Verdú Fernández,정보 없음,Q8823,
Q114630463,Rafa Verdú,Rafa Verdú,스페인,Q8823,
Q1147102,사비 토레스,사비 토레스,스페인,Q8823,Xavier Torres Buigues
Q116570,레미 고미스,레미 고미스,기니비사우,Q8823,"Remi Gomis, Rémi Sébastien Gomis"
Q116570,레미 고미스,레미 고미스,세네갈,Q8823,"Remi Gomis, Rémi Sébastien Gomis"
Q116570,레미 고미스,레미 고미스,프랑스,Q8823,"Remi Gomis, Rémi Sébastien Gomis"
Q116681161,알렉스 바예,알렉스 바예,스페인,Q8823,
Q11685314,Jordi Masnou i Margarit,Jordi Masnou i Margarit,스페인,Q8823,
Q11686053,José María Salmerón,José María Salmerón,스페인,Q8823,Real Murcia c.f
Q11704515,Vicente Blanco Sánchez,Vicente Blanco Sánchez,스페인,Q8823,Tito Blanco
Q1173535,David Aganzo,David Aganzo,스페인,Q8823,
Q1173951,David Castedo,David Castedo,스페인,Q8823,David Castedo Escudero
Q1173960,다비드 세라헤리아,다비드 세라헤리아,스페인,Q8823,다비드 세라헤리아 루비오
Q117676398,Ramón Pérez Mesa,Ramón Pérez Mesa,스페인,Q8823,
Q117749399,Jon Ander Izkoa,Jon Ander Izkoa,정보 없음,Q8823,
Q11906044,Antonio Doncel Valcárcel,Antonio Doncel Valcárcel,스페인,Q8823,Antonio Doncel
Q11912464,Carlos Guerrero Santiago,Carlos Guerrero Santiago,스페인,Q8823,
Q11922977,Francisco Javier González Peña,Francisco Javier González Peña,스페인,Q8823,
Q11926917,Isidre Rovira i Tuset,Isidre Rovira i Tuset,스페인,Q8823,
Q11927529,Jesús Sánchez Japón,Jesús Sánchez Japón,스페인,Q8823,
Q11929074,José Eloy Jiménez Moreno,José Eloy Jiménez Moreno,스페인,Q8823,
Q11929150,José Martínez Puig,José Martínez Puig,스페인,Q8823,
Q11929175,José Miguel Pérez Ruiz,José Miguel Pérez Ruiz,스페인,Q8823,
Q11929218,José Ángel Rodríguez de la Peña,José Ángel Rodríguez de la Peña,스페인,Q8823,
Q11929270,Juan Carlos Balaguer,Juan Carlos Balaguer,스페인,Q8823,Juan Carlos Balaguer Zamora
Q11929274,Juan Carlos Sanromán Elexpuru,Juan Carlos Sanromán Elexpuru,스페인,Q8823,
Q11929278,Juan Carlos Paniagua Prieto,Juan Carlos Paniagua Prieto,스페인,Q8823,
Q11929293,Juan Ignacio Bernal Díaz,Juan Ignacio Bernal Díaz,스페인,Q8823,
Q11929311,Juan Luis Amigo Ferreiro,Juan Luis Amigo Ferreiro,스페인,Q8823,
Q11929353,Julen del Val Zenarruzabeitia,Julen del Val Zenarruzabeitia,스페인,Q8823,
Q11934257,Luis Miguel López Beltrán,Luis Miguel López Beltrán,스페인,Q8823,
Q11934267,Luis Víctor Verde Ballesteros,Luis Víctor Verde Ballesteros,스페인,Q8823,
Q11935003,Manuel Salvador Serra,Manuel Salvador Serra,스페인,Q8823,
Q11944419,Rafael Gómez Company,Rafael Gómez Company,스페인,Q8823,
Q11946146,Rogelio Lamar Heredia,Rogelio Lamar Heredia,스페인,Q8823,
Q11954652,Vicente Uriz Balliriain,Vicente Uriz Balliriain,스페인,Q8823,
Q11955790,Ángel Lekumberri,Ángel Lekumberri,스페인,Q8823,
Q1220392,Diego Camacho Quesada,Diego Camacho Quesada,스페인,Q8823,
Q1220527,디에고 마리뇨,디에고 마리뇨,스페인,Q8823,
Q122918447,Alvaro Higes,Alvaro Higes,스페인,Q8823,Alvaro Higes Torres
