qid,wikidata_name,display_name,country,club_qid,alias
Q102566182,마르코 라제티치,마르코 라제티치,세르비아,Q1543,
Q1029247,Giacomo Beretta,Giacomo Beretta,이탈리아,Q1543,
Q1031972,Julio Bavastro,Julio Bavastro,우루과이,Q1543,
Q1033783,구스타보 고메스,구스타보 고메스,파라과이,Q1543,Gustavo Raúl Gómez Portillo
Q10410334,Luca Ceccarelli,Luca Ceccarelli,이탈리아,Q1543,
Q1042379,Carlo Piccardi,Carlo Piccardi,이탈리아,Q1543,
Q1042379,Carlo Piccardi,Carlo Piccardi,이탈리아 왕국,Q1543,
Q1044367,Luigi Balzarini,Luigi Balzarini,이탈리아,Q1543,
Q1044367,Luigi Balzarini,Luigi Balzarini,이탈리아 왕국,Q1543,
Q1044881,Mario Bandirali,Mario Bandirali,이탈리아,Q1543,
Q1044881,Mario Bandirali,Mario Bandirali,이탈리아 왕국,Q1543,
Q1045318,Aldo Barbieri,Aldo Barbieri,이탈리아,Q1543,
Q1045318,Aldo Barbieri,Aldo Barbieri,이탈리아 왕국,Q1543,
Q1045512,Luigi Barbieri,Luigi Barbieri,이탈리아 왕국,Q1543,
Q10500459,Gianluca Zanetti,Gianluca Zanetti,이탈리아,Q1543,
Q10504349,Matteo Placida,Matteo Placida,이탈리아,Q1543,
Q10504354,Mattia Rinaldini,Mattia Rinaldini,이탈리아,Q1543,
Q10520,데이비드 베컴,데이비드 베컴,영국,Q1543,"데이비드 로버트 조지프 베컴, 베컴"
Q10531,Luther Blissett,Luther Blissett,영국,Q1543,Luther Loide Blissett
Q10531,Luther Blissett,Luther Blissett,자메이카,Q1543,Luther Loide Blissett
Q1072178,Oscar Damiani,Oscar Damiani,이탈리아,Q1543,
Q108200391,코니 더빈터르,코니 더빈터르,벨기에,Q1543,
Q1083975,Aldo Bet,Aldo Bet,이탈리아,Q1543,
Q1085030,Vinicio Verza,Vinicio Verza,이탈리아,Q1543,
Q1086666,Filippo Maniero,Filippo Maniero,이탈리아,Q1543,
Q1090591,Richard Vanigli,Richard Vanigli,이탈리아,Q1543,
Q1090742,Ernesto Cucchiaroni,Ernesto Cucchiaroni,아르헨티나,Q1543,
Q1091414,Carlo Petrini,Carlo Petrini,이탈리아,Q1543,
Q1092098,주세페 자펠라,주세페 자펠라,이탈리아,Q1543,
Q110111,군나르 노르달,군나르 노르달,스웨덴,Q1543,
Q1101754,아모스 마리아니,아모스 마리아니,이탈리아,Q1543,
Q1101754,아모스 마리아니,아모스 마리아니,이탈리아 왕국,Q1543,
Q1102718,Pierluigi Orlandini,Pierluigi Orlandini,이탈리아,Q1543,
Q110874376,케르케즈 밀로시,케르케즈 밀로시,세르비아,Q1543,
Q110874376,케르케즈 밀로시,케르케즈 밀로시,헝가리,Q1543,
Q1112195,마리오 삼피리시,마리오 삼피리시,이탈리아,Q1543,
Q1115279,Franco Bontadini,Franco Bontadini,이탈리아 왕국,Q1543,
Q1124557,Dario Barluzzi,Dario Barluzzi,이탈리아,Q1543,Dario Giuliano Mario Barluzzi
Q112658054,데비스 바스케스,데비스 바스케스,콜롬비아,Q1543,
Q1134418,Romano Fogli,Romano Fogli,이탈리아,Q1543,
Q113572629,Andreas Jungdal,Andreas Jungdal,덴마크 왕국,Q1543,Andreas Kristoffer Jungdal
Q11400208,Luigi Binda,Luigi Binda,이탈리아,Q1543,
Q11400208,Luigi Binda,Luigi Binda,이탈리아 왕국,Q1543,
Q114413,알베르토 팔로스키,알베르토 팔로스키,이탈리아,Q1543,
Q114647602,Andrei Coubiș,Andrei Coubiș,루마니아,Q1543,Andrei Coubis
Q114647602,Andrei Coubiș,Andrei Coubiș,이탈리아,Q1543,Andrei Coubis
Q1151592,스테이나르 닐센,스테이나르 닐센,노르웨이,Q1543,
Q1152083,Luigi Pasetti,Luigi Pasetti,이탈리아,Q1543,
Q1153192,Jørgen Leschly Sørensen,Jørgen Leschly Sørensen,덴마크 왕국,Q1543,
Q1169780,Aldo Cevenini,Aldo Cevenini,이탈리아,Q1543,Cevenini I
Q1169780,Aldo Cevenini,Aldo Cevenini,이탈리아 왕국,Q1543,Cevenini I
Q116980,젠나로 가투소,젠나로 가투소,이탈리아,Q1543,"Gennaro Ivan Gattuso, Rino Gattuso"
Q1169803,Giorgio Morini,Giorgio Morini,이탈리아,Q1543,
Q1170553,Enrico Candiani,Enrico Candiani,이탈리아,Q1543,Enrico Aldo Candiani
Q1170553,Enrico Candiani,Enrico Candiani,이탈리아 왕국,Q1543,Enrico Aldo Candiani
Q1172065,Cinzio Scagliotti,Cinzio Scagliotti,이탈리아,Q1543,
Q1172065,Cinzio Scagliotti,Cinzio Scagliotti,이탈리아 왕국,Q1543,
Q1173554,David Allison,David Allison,그레이트브리튼 아일랜드 연합왕국,Q1543,
