qid,wikidata_name,display_name,country,club_qid,alias
Q102362241,데인 스칼렛,데인 스칼렛,영국,Q18741,
Q1027452,닐 러덕,닐 러덕,영국,Q18741,레이저 러덕
Q10379931,Fred Hopkin,Fred Hopkin,그레이트브리튼 아일랜드 연합왕국,Q18741,Frederick Hopkin
Q10379931,Fred Hopkin,Fred Hopkin,영국,Q18741,Frederick Hopkin
Q10380241,Phil Gray,Phil Gray,영국,Q18741,Philip Gray
Q10384151,Ron Reynolds,Ron Reynolds,영국,Q18741,Ronald Sidney Maurice Reynolds
Q10386815,John Cameron,John Cameron,그레이트브리튼 아일랜드 연합왕국,Q18741,
Q10386815,John Cameron,John Cameron,영국,Q18741,
Q10386957,Jimmy Dimmock,Jimmy Dimmock,그레이트브리튼 아일랜드 연합왕국,Q18741,James Henry Dimmock
Q10386957,Jimmy Dimmock,Jimmy Dimmock,영국,Q18741,James Henry Dimmock
Q10395426,Gary O'Reilly,Gary O'Reilly,영국,Q18741,Gary Mills O'Reilly
Q10397368,스튜어트 서굿,스튜어트 서굿,영국,Q18741,Stuart Anthony Thurgood
Q10399047,Jimmy Robertson,Jimmy Robertson,영국,Q18741,James Gillen Robertson
Q10402233,Ernie Goldthorpe,Ernie Goldthorpe,그레이트브리튼 아일랜드 연합왕국,Q18741,Ernest Holroyde Goldthorpe
Q10402233,Ernie Goldthorpe,Ernie Goldthorpe,영국,Q18741,Ernest Holroyde Goldthorpe
Q10404949,Stuart Beavon,Stuart Beavon,영국,Q18741,Michael Stuart Beavon
Q10408576,Danny Foster,Danny Foster,영국,Q18741,
Q10415201,Ken Hancock,Ken Hancock,영국,Q18741,Kenneth Paul Hancock
Q10423288,Bert Smith,Bert Smith,그레이트브리튼 아일랜드 연합왕국,Q18741,
Q10423288,Bert Smith,Bert Smith,영국,Q18741,
Q10425005,Owen Coll,Owen Coll,아일랜드,Q18741,Owen Oliver Coll
Q10431301,Simon Wormull,Simon Wormull,영국,Q18741,Simon James Wormull
Q10435356,Junior McDougald,Junior McDougald,미국,Q18741,David Eugene Junior McDougald
Q10443032,John Pratt,John Pratt,영국,Q18741,
Q10446367,Harry Clarke,Harry Clarke,그레이트브리튼 아일랜드 연합왕국,Q18741,Henry Alfred Clarke
Q10446367,Harry Clarke,Harry Clarke,영국,Q18741,Henry Alfred Clarke
Q10448190,John Lacy,John Lacy,영국,Q18741,
