qid,wikidata_name,display_name,country,club_qid,alias
Q101627158,Sil Swinkels,Sil Swinkels,네덜란드 왕국,Q18711,
Q10379465,Johnny MacLeod,Johnny MacLeod,영국,Q18711,John Murdoch MacLeod
Q10379844,Jay Smith,Jay Smith,영국,Q18711,Jay Alexander Smith
Q10387055,Mike Ferguson,Mike Ferguson,영국,Q18711,Michael Kevin Ferguson
Q10388322,맬컴 앨런,맬컴 앨런,영국,Q18711,
Q10393031,George Smith,George Smith,그레이트브리튼 아일랜드 연합왕국,Q18711,
Q10401417,Dean Spink,Dean Spink,영국,Q18711,
Q10407200,Chris Charsley,Chris Charsley,그레이트브리튼 아일랜드 연합왕국,Q18711,Charles Christopher Charsley
Q10407200,Chris Charsley,Chris Charsley,영국,Q18711,Charles Christopher Charsley
Q10411800,Jock Mulraney,Jock Mulraney,그레이트브리튼 아일랜드 연합왕국,Q18711,Ambrose Aloysius Mulraney
Q10411800,Jock Mulraney,Jock Mulraney,영국,Q18711,Ambrose Aloysius Mulraney
Q10424027,Paul Mortimer,Paul Mortimer,영국,Q18711,Paul Henry Mortimer
Q10425306,Roy Chapman,Roy Chapman,영국,Q18711,Roy Clifford Chapman
Q10426895,Reuben Hazell,Reuben Hazell,영국,Q18711,Reuben Daniel Hazell
Q10461369,Tom Lyons,Tom Lyons,그레이트브리튼 아일랜드 연합왕국,Q18711,Alfred Thomas Lyons
Q10461369,Tom Lyons,Tom Lyons,영국,Q18711,Alfred Thomas Lyons
Q10464006,Jack Hampson,Jack Hampson,영국,Q18711,John Hampson
Q10464376,Billy Kellock,Billy Kellock,영국,Q18711,William Kellock
Q10466211,Jack Shufflebotham,Jack Shufflebotham,그레이트브리튼 아일랜드 연합왕국,Q18711,John Shufflebotham
Q10466211,Jack Shufflebotham,Jack Shufflebotham,영국,Q18711,John Shufflebotham
Q10466528,Lee Jenkins,Lee Jenkins,영국,Q18711,Lee Robert Jenkins
Q10470003,John Burton,John Burton,그레이트브리튼 아일랜드 연합왕국,Q18711,John Henry Burton
Q10472918,Neil Tarrant,Neil Tarrant,영국,Q18711,
Q104733764,Kaine Kesler-Hayden,Kaine Kesler-Hayden,영국,Q18711,"Kaine Hayden, Kaine Kesler, Kaine Kesler Hayden"
Q104736204,Jake Walker,Jake Walker,정보 없음,Q18711,
Q104736234,Ákos Ónodi,Ákos Ónodi,헝가리,Q18711,Ákos Onódi
Q104737183,Mungo Bridge,Mungo Bridge,정보 없음,Q18711,
