qid,wikidata_name,display_name,country,club_qid,alias
Q1006755,János Füzér,János Füzér,헝가리,Q289613,
Q1024120,Amedeo Balestrieri,Amedeo Balestrieri,이탈리아,Q289613,
Q1024120,Amedeo Balestrieri,Amedeo Balestrieri,이탈리아 왕국,Q289613,
Q1024163,Bruno Ballante,Bruno Ballante,이탈리아,Q289613,"Bruno Ballanti, Bruno Lorenzo Pasquale Ballanti"
Q1024163,Bruno Ballante,Bruno Ballante,이탈리아 왕국,Q289613,"Bruno Ballanti, Bruno Lorenzo Pasquale Ballanti"
Q1042582,Daniele Balli,Daniele Balli,이탈리아,Q289613,
Q1044973,Gabriele Baraldi,Gabriele Baraldi,이탈리아,Q289613,Gabriele Federico Baraldi
Q1045046,Giorgio Barbana,Giorgio Barbana,이탈리아,Q289613,
Q1045495,Giuseppe Barbieri,Giuseppe Barbieri,이탈리아,Q289613,
Q1045495,Giuseppe Barbieri,Giuseppe Barbieri,이탈리아 왕국,Q289613,
Q104869994,Davide De Marino,Davide De Marino,이탈리아,Q289613,
Q10494306,Francesco Favasuli,Francesco Favasuli,이탈리아,Q289613,
Q10522113,Massimo Gazzoli,Massimo Gazzoli,이탈리아,Q289613,
Q105620383,로렌초 루카,로렌초 루카,이탈리아,Q289613,
Q107856740,Andrea Sbraga,Andrea Sbraga,이탈리아,Q289613,
Q1082123,Christian Tiboni,Christian Tiboni,이탈리아,Q289613,
Q1083673,Matías Masiero,Matías Masiero,우루과이,Q289613,Matias Masiero
Q108748177,Tommaso Fischer,Tommaso Fischer,이탈리아,Q289613,
Q1088920,Andrea Parola,Andrea Parola,이탈리아,Q289613,
Q109754983,Gabriele Piccinini,Gabriele Piccinini,이탈리아,Q289613,
Q1109389,Davide Lampugnani,Davide Lampugnani,이탈리아,Q289613,
Q1110321,Paul Elliott,Paul Elliott,영국,Q289613,
Q1114314,Joelson José Inácio,Joelson José Inácio,브라질,Q289613,Joelson Jose Inacio
Q1118424,Guido Bona,Guido Bona,이탈리아,Q289613,
Q113132831,Francesco Maestrelli,Francesco Maestrelli,이탈리아,Q289613,
Q1133891,Domenico Casati,Domenico Casati,이탈리아,Q289613,
Q1135510,Joseph Dayo Oshadogan,Joseph Dayo Oshadogan,이탈리아,Q289613,Joseph Oshadogan
Q1157147,Giuseppe Galluzzi,Giuseppe Galluzzi,이탈리아,Q289613,
Q1157147,Giuseppe Galluzzi,Giuseppe Galluzzi,이탈리아 왕국,Q289613,
Q1158482,Damiano Quintieri,Damiano Quintieri,이탈리아,Q289613,
Q1286321,Matteo Ton,Matteo Ton,이탈리아,Q289613,
Q1317133,Mario Barbon,Mario Barbon,이탈리아,Q289613,
Q1317133,Mario Barbon,Mario Barbon,이탈리아 왕국,Q289613,
Q1317772,Fabrizio Barontini,Fabrizio Barontini,이탈리아,Q289613,
Q1317815,Candiano Barranco,Candiano Barranco,이탈리아,Q289613,
Q1317890,Renato Bartoletti,Renato Bartoletti,이탈리아,Q289613,
Q1317976,Luca Bartolini,Luca Bartolini,이탈리아,Q289613,
Q1318037,Giovanni Bartolucci,Giovanni Bartolucci,이탈리아,Q289613,
Q1318328,Franco Bassetti,Franco Bassetti,이탈리아,Q289613,
Q1319373,Angelo Bedini,Angelo Bedini,이탈리아,Q289613,
Q1320048,Enzo Bellini,Enzo Bellini,이탈리아,Q289613,
Q1320048,Enzo Bellini,Enzo Bellini,이탈리아 왕국,Q289613,
Q132131635,Alessio Castellini,Alessio Castellini,이탈리아,Q289613,
Q132528657,Louis Buffon,Louis Buffon,이탈리아,Q289613,
Q132528657,Louis Buffon,Louis Buffon,체코,Q289613,
Q133318067,Samuele Angori,Samuele Angori,이탈리아,Q289613,
Q1338428,Rodolfo Volk,Rodolfo Volk,이탈리아,Q289613,
Q1338428,Rodolfo Volk,Rodolfo Volk,이탈리아 왕국,Q289613,
Q1353173,스테파노 콜란투오노,스테파노 콜란투오노,이탈리아,Q289613,
Q1385297,Giuseppe Chiappella,Giuseppe Chiappella,이탈리아,Q289613,Beppe Chiappella
Q1385297,Giuseppe Chiappella,Giuseppe Chiappella,이탈리아 왕국,Q289613,Beppe Chiappella
Q1396280,Ikechukwu Kalu,Ikechukwu Kalu,나이지리아,Q289613,
Q1396445,Roberto Muzzi,Roberto Muzzi,이탈리아,Q289613,
Q1404333,Paolo Benedetti,Paolo Benedetti,이탈리아,Q289613,
Q1405116,Roberto Bergamaschi,Roberto Bergamaschi,이탈리아,Q289613,
Q1407308,Giovanni Bermone,Giovanni Bermone,이탈리아,Q289613,
Q1407308,Giovanni Bermone,Giovanni Bermone,이탈리아 왕국,Q289613,
Q1407665,Daniele Bernazzani,Daniele Bernazzani,이탈리아,Q289613,
Q1408047,Gianluca Berti,Gianluca Berti,이탈리아,Q289613,Gian Luca Berti
Q1408437,Luigi Bertoli,Luigi Bertoli,이탈리아,Q289613,
Q1408437,Luigi Bertoli,Luigi Bertoli,이탈리아 왕국,Q289613,
Q1408651,Alessandro Bertoni,Alessandro Bertoni,이탈리아,Q289613,
Q1408731,Elio Bertoni,Elio Bertoni,이탈리아,Q289613,Bertoni II
Q1409149,Giorgio Bettini,Giorgio Bettini,이탈리아,Q289613,
Q1409410,카를로 비아지,카를로 비아지,이탈리아,Q289613,
Q1409410,카를로 비아지,카를로 비아지,이탈리아 왕국,Q289613,
Q1415437,Pasquale Rocco,Pasquale Rocco,이탈리아,Q289613,Pasquale Domenico Rocco
Q1443433,Pietro Biagioli,Pietro Biagioli,이탈리아,Q289613,
Q1443433,Pietro Biagioli,Pietro Biagioli,이탈리아 왕국,Q289613,
Q1444263,Cristian Biancone,Cristian Biancone,이탈리아,Q289613,Christian Biancone
Q1444284,Stefano Bianconi,Stefano Bianconi,이탈리아,Q289613,
Q1444414,Corrado Biasotto,Corrado Biasotto,이탈리아,Q289613,Corrado Biasiotto
Q1444414,Corrado Biasotto,Corrado Biasotto,이탈리아 왕국,Q289613,Corrado Biasiotto
Q1445210,Luca Birigozzi,Luca Birigozzi,이탈리아,Q289613,
Q1445832,Mauro Boccafresca,Mauro Boccafresca,이탈리아,Q289613,
Q1447931,Giorgio Bolognesi,Giorgio Bolognesi,이탈리아,Q289613,
Q1447931,Giorgio Bolognesi,Giorgio Bolognesi,이탈리아 왕국,Q289613,
Q1448031,Emanuele Boltri,Emanuele Boltri,이탈리아,Q289613,
Q1448031,Emanuele Boltri,Emanuele Boltri,이탈리아 왕국,Q289613,
Q1449626,Mario Bonfiglio,Mario Bonfiglio,이탈리아,Q289613,Mario Adriano Bonfiglio
Q1452751,Thierry Audel,Thierry Audel,프랑스,Q289613,
Q1460277,Stefano Bono,Stefano Bono,이탈리아,Q289613,
Q1461414,Angelo Borgogno,Angelo Borgogno,이탈리아,Q289613,
Q1464850,Roberto Bosco,Roberto Bosco,이탈리아,Q289613,
Q1465385,Giovanni Botteghi,Giovanni Botteghi,이탈리아,Q289613,
Q1466051,Edoardo Braiati,Edoardo Braiati,이탈리아,Q289613,
Q1466121,Ariedo Braida,Ariedo Braida,이탈리아,Q289613,
Q1466316,Mario Brandani,Mario Brandani,이탈리아,Q289613,
Q1466457,Varo Bravetti,Varo Bravetti,이탈리아,Q289613,
Q1467065,Ademaro Breviglieri,Ademaro Breviglieri,이탈리아,Q289613,
Q1467065,Ademaro Breviglieri,Ademaro Breviglieri,이탈리아 왕국,Q289613,
Q1485816,Dandolo Brondi,Dandolo Brondi,이탈리아,Q289613,Brondi III
Q1486622,Enrico Brustia,Enrico Brustia,이탈리아,Q289613,
Q1487334,Luigi Buglioni,Luigi Buglioni,이탈리아,Q289613,
Q1487425,Gianni Bui,Gianni Bui,이탈리아,Q289613,Gianni Alessio Bui
Q1487609,Mario Bulli,Mario Bulli,이탈리아,Q289613,
Q1487918,Enrico Burlando,Enrico Burlando,이탈리아,Q289613,
Q1488322,Antonio Buscè,Antonio Buscè,이탈리아,Q289613,Antonio Busce
Q1488344,Emilio Busetto,Emilio Busetto,이탈리아,Q289613,
Q1488688,Sergio Buso,Sergio Buso,이탈리아,Q289613,
Q1489105,Daniele Buzzegoli,Daniele Buzzegoli,이탈리아,Q289613,
Q1489475,Mario Caccia,Mario Caccia,이탈리아,Q289613,
Q1492076,Alessandro Calori,Alessandro Calori,이탈리아,Q289613,
Q1533377,Giuseppe Cammilli,Giuseppe Cammilli,이탈리아,Q289613,
Q1537443,Bruno Caneo,Bruno Caneo,이탈리아,Q289613,
Q1537635,Enrico Cannata,Enrico Cannata,이탈리아,Q289613,
Q1537707,Elio Canonico,Elio Canonico,이탈리아,Q289613,
Q1537763,Aldo Cantarutti,Aldo Cantarutti,이탈리아,Q289613,
Q1537966,Luca Capecchi,Luca Capecchi,이탈리아,Q289613,
Q1538661,Luigi Cappanera,Luigi Cappanera,이탈리아,Q289613,
Q1539715,치로 카푸아노,치로 카푸아노,이탈리아,Q289613,
Q1541019,Alan Carlet,Alan Carlet,이탈리아,Q289613,
Q15635673,Lorenzo Pasciuti,Lorenzo Pasciuti,이탈리아,Q289613,
Q15639711,Mauro Taccola,Mauro Taccola,이탈리아,Q289613,
Q15639711,Mauro Taccola,Mauro Taccola,이탈리아 왕국,Q289613,
Q15690951,Petar Golubović,Petar Golubović,세르비아,Q289613,
Q15695717,Gianni Basile,Gianni Basile,이탈리아,Q289613,
Q15704424,안드레아 타바넬리,안드레아 타바넬리,이탈리아,Q289613,
Q15830923,Adriano Louzada,Adriano Louzada,브라질,Q289613,Adriano Louzada e Silva
Q1606565,Andrea Carozza,Andrea Carozza,이탈리아,Q289613,
Q1606786,Guerrino Carraro,Guerrino Carraro,이탈리아,Q289613,
Q1606786,Guerrino Carraro,Guerrino Carraro,이탈리아 왕국,Q289613,
Q1606870,Alessandro Carrozza,Alessandro Carrozza,이탈리아,Q289613,
Q1607052,Pasquale Casale,Pasquale Casale,이탈리아,Q289613,
Q1608984,Marcello Castoldi,Marcello Castoldi,이탈리아,Q289613,
Q1610157,Renato Cavalieri,Renato Cavalieri,이탈리아,Q289613,
Q1610184,Antonio Cavallo,Antonio Cavallo,이탈리아,Q289613,
Q1610214,Armando Cavazzuti,Armando Cavazzuti,이탈리아,Q289613,
Q1610214,Armando Cavazzuti,Armando Cavazzuti,이탈리아 왕국,Q289613,
Q1610772,Luca Cecconi,Luca Cecconi,이탈리아,Q289613,
Q1612183,Costanzo Celestini,Costanzo Celestini,이탈리아,Q289613,
Q1612735,Fabio Ceravolo,Fabio Ceravolo,이탈리아,Q289613,Fabio Giovanni Ceravolo
Q1613323,Carlo Cervetto,Carlo Cervetto,이탈리아,Q289613,
Q1613407,Carlo Cevenini,Carlo Cevenini,이탈리아,Q289613,Cevenini V
Q1613407,Carlo Cevenini,Carlo Cevenini,이탈리아 왕국,Q289613,Cevenini V
Q1613793,Daniele Chiarini,Daniele Chiarini,이탈리아,Q289613,
Q1614185,Odoacre Chierico,Odoacre Chierico,이탈리아,Q289613,
Q1614626,Roberto Chiti,Roberto Chiti,이탈리아,Q289613,
Q1615130,Santino Ciceri,Santino Ciceri,이탈리아,Q289613,
Q1615159,Alessandro Ciferri,Alessandro Ciferri,이탈리아,Q289613,
Q1615159,Alessandro Ciferri,Alessandro Ciferri,이탈리아 왕국,Q289613,
Q1615612,Oreste Cioni,Oreste Cioni,이탈리아,Q289613,
Q1615612,Oreste Cioni,Oreste Cioni,이탈리아 왕국,Q289613,
Q1615617,Nicola Ciotola,Nicola Ciotola,이탈리아,Q289613,
Q1615698,Stefano Ciucci,Stefano Ciucci,이탈리아,Q289613,
Q16213091,Leonardo Bianchi,Leonardo Bianchi,이탈리아,Q289613,
Q1621583,Pedro Oliveira,Pedro Oliveira,포르투갈,Q289613,
Q16232849,Alberto Pelagotti,Alberto Pelagotti,이탈리아,Q289613,
Q16233173,Giuseppe Giovinco,Giuseppe Giovinco,이탈리아,Q289613,
Q16235374,Francesco Forte,Francesco Forte,이탈리아,Q289613,
Q16235534,Jevrem Kosnić,Jevrem Kosnić,세르비아,Q289613,
Q16235534,Jevrem Kosnić,Jevrem Kosnić,스위스,Q289613,
Q16236561,Marco Speranza,Marco Speranza,이탈리아,Q289613,
Q16268239,Filippo Carini,Filippo Carini,이탈리아,Q289613,
Q16268254,Italo Castellani,Italo Castellani,이탈리아,Q289613,
Q16268254,Italo Castellani,Italo Castellani,이탈리아 왕국,Q289613,
Q1627536,Carlo Lenci,Carlo Lenci,이탈리아,Q289613,
Q1627536,Carlo Lenci,Carlo Lenci,이탈리아 왕국,Q289613,
Q16301719,제오르제 푸슈카슈,제오르제 푸슈카슈,루마니아,Q289613,"George Alexandru Pușcaș, George Puscas"
Q1645043,Manuel Iori,Manuel Iori,이탈리아,Q289613,
Q16524784,Alberto Bracci,Alberto Bracci,이탈리아,Q289613,
Q16524866,Alberto Reccolani,Alberto Reccolani,이탈리아,Q289613,
Q16525029,Aldo Vettori,Aldo Vettori,이탈리아,Q289613,"Manzo, Vettori I"
Q16525139,Alessandro Grassini,Alessandro Grassini,이탈리아,Q289613,
Q16525349,Alfio Gagliardi,Alfio Gagliardi,이탈리아,Q289613,
Q16525349,Alfio Gagliardi,Alfio Gagliardi,이탈리아 왕국,Q289613,
Q16526391,Andrea Sbrana,Andrea Sbrana,이탈리아,Q289613,
Q16529602,Athos Artigiani,Athos Artigiani,이탈리아,Q289613,Artigiani I
Q16531416,Bassolino,Bassolino,이탈리아,Q289613,
Q16549796,Dino Sbrana,Dino Sbrana,이탈리아,Q289613,Sbrana II
Q16549796,Dino Sbrana,Dino Sbrana,이탈리아 왕국,Q289613,Sbrana II
Q16554650,Eugenio Pazzaglia,Eugenio Pazzaglia,이탈리아,Q289613,
Q16554930,Ezio Vettori,Ezio Vettori,이탈리아,Q289613,Vettori II
Q16557476,Franco Civolani,Franco Civolani,이탈리아,Q289613,
Q16558543,Gastone Novelli,Gastone Novelli,이탈리아,Q289613,
Q16560631,Giuseppe Bazzell,Giuseppe Bazzell,이탈리아,Q289613,
Q16560806,Giuseppe Gagliardi,Giuseppe Gagliardi,이탈리아,Q289613,
Q16560859,Giuseppe Malerbi,Giuseppe Malerbi,이탈리아,Q289613,
Q16560859,Giuseppe Malerbi,Giuseppe Malerbi,이탈리아 왕국,Q289613,
Q16566856,Ivano Guerrini,Ivano Guerrini,이탈리아,Q289613,
Q16576224,Marino Favati,Marino Favati,이탈리아,Q289613,
Q16576241,Mario Badiani,Mario Badiani,이탈리아,Q289613,
Q16576545,Mario Verga,Mario Verga,이탈리아,Q289613,
Q16586946,Paolo Vannucci,Paolo Vannucci,이탈리아,Q289613,
Q16586946,Paolo Vannucci,Paolo Vannucci,이탈리아 왕국,Q289613,
