qid,wikidata_name,display_name,country,club_qid,alias
Q104444267,Lou Benoit,Lou Benoit,프랑스,Q19518,
Q10507485,Yaovi Aziabou,Yaovi Aziabou,토고,Q19518,
Q10512869,로브레 칼리니치,로브레 칼리니치,크로아티아,Q19518,Lovre Kalinic
Q105426947,Tom Rapnouil,Tom Rapnouil,프랑스,Q19518,
Q106774727,Ouissem Belgacem,Ouissem Belgacem,튀니지,Q19518,
Q106774727,Ouissem Belgacem,Ouissem Belgacem,프랑스,Q19518,
Q108296678,Roger Lissarrague,Roger Lissarrague,프랑스,Q19518,
Q108657973,Adel Belaroussi,Adel Belaroussi,알제리,Q19518,
Q108657973,Adel Belaroussi,Adel Belaroussi,프랑스,Q19518,
Q109640615,Oliver Zandén,Oliver Zandén,스웨덴,Q19518,"Carl Oliver Zandén, Oliver Zanden"
Q1169405,Abdelkrim Merry,Abdelkrim Merry,모로코,Q19518,
Q1172475,Pierre Cahuzac,Pierre Cahuzac,프랑스,Q19518,
Q1175006,David Klein,David Klein,프랑스,Q19518,
Q11955877,Íker Álvarez Braceras,Íker Álvarez Braceras,스페인,Q19518,
Q11956,올라 토이보넨,올라 토이보넨,스웨덴,Q19518,Nils Ola Toivonen
Q1210593,Didier Sénac,Didier Sénac,프랑스,Q19518,"Didier René Sénac, Didier Senac"
Q123182314,Ümit Akdağ,Ümit Akdağ,루마니아,Q19518,
Q123182314,Ümit Akdağ,Ümit Akdağ,튀르키예,Q19518,
Q1233406,마티외 발베르드,마티외 발베르드,프랑스,Q19518,
Q1265123,제라르 솔레르,제라르 솔레르,프랑스,Q19518,Gerard Soler
Q128842,알랭 카자노바,알랭 카자노바,프랑스,Q19518,
Q128932,엘리 보,엘리 보,프랑스,Q19518,Elie Baup
Q129023,크리스토프 갈티에,크리스토프 갈티에,프랑스,Q19518,
Q1293653,Mihai Roman,Mihai Roman,루마니아,Q19518,Mihai Roman I
Q12956004,Claude Deplanche,Claude Deplanche,프랑스,Q19518,
Q129865,Thierry Moreau,Thierry Moreau,프랑스,Q19518,
Q129872,스테판 리에브르,스테판 리에브르,프랑스,Q19518,Stephane Lievre
Q1308213,Thorsten Walther,Thorsten Walther,독일,Q19518,
Q1333130,라울 디아뉴,라울 디아뉴,프랑스,Q19518,라울 폴 알렉상드르 디아뉴
Q1333781,장프랑수아 도메르게,장프랑수아 도메르게,프랑스,Q19518,
Q1337572,Mauro Cetto,Mauro Cetto,아르헨티나,Q19518,"Mauro Dario Jesus Cetto, Mauro Darío Jesús Cetto"
Q1337572,Mauro Cetto,Mauro Cetto,이탈리아,Q19518,"Mauro Dario Jesus Cetto, Mauro Darío Jesús Cetto"
Q1338551,장조엘 페리에둠베,장조엘 페리에둠베,카메룬,Q19518,
Q1338551,장조엘 페리에둠베,장조엘 페리에둠베,프랑스,Q19518,
Q1347683,야니크 스토피라,야니크 스토피라,프랑스,Q19518,
Q1362650,Sebastián Ariel Romero,Sebastián Ariel Romero,아르헨티나,Q19518,Sebastian Ariel Romero
Q1365667,지미 두르마즈,지미 두르마즈,스웨덴,Q19518,Jakup Jimmy Durmaz
Q1369245,Franck Madou,Franck Madou,코트디부아르,Q19518,Franck Olivier Madou
Q1369245,Franck Madou,Franck Madou,프랑스,Q19518,Franck Olivier Madou
Q1369619,Sébastien Hamel,Sébastien Hamel,프랑스,Q19518,Sebastien Hamel
Q137128,위삼 벤 예데르,위삼 벤 예데르,프랑스,Q19518,
Q1373206,마티외 베르송,마티외 베르송,프랑스,Q19518,마티외 미셸 베르송
Q1378495,Predrag Ocokoljić,Predrag Ocokoljić,세르비아,Q19518,
Q1378495,Predrag Ocokoljić,Predrag Ocokoljić,세르비아 몬테네그로,Q19518,
Q1378495,Predrag Ocokoljić,Predrag Ocokoljić,유고슬라비아 연방 공화국,Q19518,
Q1390736,파브리스 앙리,파브리스 앙리,프랑스,Q19518,
Q1398189,Robert Malm,Robert Malm,토고,Q19518,
Q1398189,Robert Malm,Robert Malm,프랑스,Q19518,
Q1398269,Xavier Pentecôte,Xavier Pentecôte,프랑스,Q19518,Xavier Pentecote
Q1404218,Cesare Benedetti,Cesare Benedetti,이탈리아,Q19518,
Q1404218,Cesare Benedetti,Cesare Benedetti,이탈리아 왕국,Q19518,
Q1405220,마르크 리브라,마르크 리브라,프랑스,Q19518,
Q14166912,이시아가 실라,이시아가 실라,기니,Q19518,Sylla Issiaga
Q1421638,Raúl Cascini,Raúl Cascini,아르헨티나,Q19518,Raúl Alfredo Cascini
Q14250217,막심 뒤페,막심 뒤페,프랑스,Q19518,
Q14371131,스테벵 모레이라,스테벵 모레이라,카보베르데,Q19518,
Q14371131,스테벵 모레이라,스테벵 모레이라,프랑스,Q19518,
Q14438736,Sébastien Dewaest,Sébastien Dewaest,벨기에,Q19518,
Q1464367,Wergiton do Rosario Calmon,Wergiton do Rosario Calmon,브라질,Q19518,
Q1469851,Tibor Garay,Tibor Garay,헝가리,Q19518,
Q1471602,Gyula Nagy,Gyula Nagy,헝가리,Q19518,
Q14851874,Jean-David Beauguel,Jean-David Beauguel,프랑스,Q19518,
Q14907801,Marcel Lanfranchi,Marcel Lanfranchi,프랑스,Q19518,
Q15080254,마르셀 티세랑,마르셀 티세랑,프랑스,Q19518,"Jany Emile, Marcel Jany Émile Tisserand"
Q15134139,루벤 다리오 로시,루벤 다리오 로시,대한민국,Q19518,
Q15134139,루벤 다리오 로시,루벤 다리오 로시,아르헨티나,Q19518,
Q15639025,Alex N’Gadi,Alex N’Gadi,프랑스,Q19518,Alexandre N'Gadi
Q15811848,Georges Amanieu,Georges Amanieu,프랑스,Q19518,
Q15827279,Aleksandar Damčevski,Aleksandar Damčevski,북마케도니아,Q19518,
Q15833089,Trottel,Trottel,프랑스,Q19518,
Q15835139,Michel Feuillerat,Michel Feuillerat,프랑스,Q19518,
Q15964576,Ilias Hassani,Ilias Hassani,알제리,Q19518,
Q15964576,Ilias Hassani,Ilias Hassani,프랑스,Q19518,
Q15964597,드리스 트리샤르,드리스 트리샤르,모로코,Q19518,
Q15964597,드리스 트리샤르,드리스 트리샤르,프랑스,Q19518,
Q15972119,Pierre Espanol,Pierre Espanol,프랑스,Q19518,
Q15974188,Didier Casini,Didier Casini,프랑스,Q19518,
Q16234906,알렉산다르 페시치,알렉산다르 페시치,세르비아,Q19518,
Q16235361,Mehdi Fennouche,Mehdi Fennouche,알제리,Q19518,
Q16235361,Mehdi Fennouche,Mehdi Fennouche,프랑스,Q19518,
Q16236333,Dany Maury,Dany Maury,카메룬,Q19518,
Q1638957,Kader Firoud,Kader Firoud,알제리,Q19518,Abdelkader Firoud
Q1638957,Kader Firoud,Kader Firoud,프랑스,Q19518,Abdelkader Firoud
Q1641674,에르베 알리카르트,에르베 알리카르트,프랑스,Q19518,Herve Alicarte
Q1644938,Christophe Grondin,Christophe Grondin,프랑스,Q19518,
Q16571346,Laurent Sachy,Laurent Sachy,프랑스,Q19518,
Q167348,오스카르 트레호,오스카르 트레호,아르헨티나,Q19518,오스카르 기도 트레호
Q16802189,장프랑수아 수카스,장프랑수아 수카스,프랑스,Q19518,
Q1684925,Jean-Jacques Marx,Jean-Jacques Marx,프랑스,Q19518,
Q16864098,Rhys Healey,Rhys Healey,영국,Q19518,"Rhys Evitt-Healey, Rhys James Evitt-Healey"
Q16977514,라르스 에릭손,라르스 에릭손,스웨덴,Q19518,
Q17225629,오나이우 아도,오나이우 아도,나이지리아,Q19518,
Q17225629,오나이우 아도,오나이우 아도,일본,Q19518,
Q17414572,Pierre Dorsini,Pierre Dorsini,프랑스,Q19518,
Q17482445,Mikkel Desler,Mikkel Desler,덴마크 왕국,Q19518,Mikkel Desler Puggaard
Q17491,장아르멜 카나비크,장아르멜 카나비크,카메룬,Q19518,
Q17491,장아르멜 카나비크,장아르멜 카나비크,프랑스,Q19518,
Q17496337,Yann Bodiger,Yann Bodiger,프랑스,Q19518,Yann Yves Laurent Bodiger
Q1750455,Anthony Braizat,Anthony Braizat,프랑스,Q19518,
Q1752052,Wilfried Niflore,Wilfried Niflore,프랑스,Q19518,
Q18026490,Olivier Roussey,Olivier Roussey,프랑스,Q19518,
