qid,wikidata_name,display_name,country,club_qid,alias
Q1003315,프란체스코 로디,프란체스코 로디,이탈리아,Q2798,
Q1008051,사무엘 카바예로,사무엘 카바예로,온두라스,Q2798,호르헤 사무엘 카바예로 알바레스
Q10268484,도글라스 산투스,도글라스 산투스,러시아,Q2798,"Douglas dos Santos, Douglas dos Santos Justino de Melo"
Q10268484,도글라스 산투스,도글라스 산투스,브라질,Q2798,"Douglas dos Santos, Douglas dos Santos Justino de Melo"
Q1032597,루이스 무리엘,루이스 무리엘,콜롬비아,Q2798,Luis Fernando Muriel Fruto
Q1044589,Giacomo Banchelli,Giacomo Banchelli,이탈리아,Q2798,
Q1045289,Remo Barbiani,Remo Barbiani,이탈리아,Q2798,
Q10544852,Ken Sema,Ken Sema,스웨덴,Q2798,"Ken Nlata Sema, Kenneth Nlata Sema"
Q10548967,Morris Molinari,Morris Molinari,이탈리아,Q2798,
Q10549233,Romano Tozzi Borsoi,Romano Tozzi Borsoi,이탈리아,Q2798,
Q10550027,Max Reinthaler,Max Reinthaler,이탈리아,Q2798,
Q10556846,이롱두 무사부킹,이롱두 무사부킹,가봉,Q2798,
Q105620383,로렌초 루카,로렌초 루카,이탈리아,Q2798,
Q10709,페르난도 포레스티에리,페르난도 포레스티에리,아르헨티나,Q2798,페르난도 마르틴 포레스티에리\
Q10720,Neuton,Neuton,브라질,Q2798,"Neuton Piccoli, Neuton Sergio Piccoli, Neuton Sérgio Piccoli"
Q10727,스티브 벨렉,스티브 벨렉,카메룬,Q2798,"Steve Beleck, Steve Leo Beleck A'Beka"
Q10735,마테이 비드라,마테이 비드라,체코,Q2798,
Q10754,Almen Abdi,Almen Abdi,스위스,Q2798,
Q10754,Almen Abdi,Almen Abdi,코소보,Q2798,
Q10758,마르코 카세티,마르코 카세티,이탈리아,Q2798,
Q10772,Alex Geijo,Alex Geijo,스페인,Q2798,"Álex Geijo, Alex Geijo Pazos, Álex Geijo Pazos, Alexandre Geijo"
Q10785,Cristian Battocchio,Cristian Battocchio,아르헨티나,Q2798,"Christian Battocchio, Cristian Damián Battocchio"
Q10792,요엘 엑스트란드,요엘 엑스트란드,스웨덴,Q2798,라르흐 헤닝 요엘 엑스트란드
Q10796,장알랭 팡숀,장알랭 팡숀,프랑스,Q2798,장알랭 앙드레 팡숀
Q1081920,Gennaro Scarlato,Gennaro Scarlato,이탈리아,Q2798,
Q1081971,Federico Laurito,Federico Laurito,아르헨티나,Q2798,jusan
Q1082123,Christian Tiboni,Christian Tiboni,이탈리아,Q2798,
Q1082991,호드리구 데펜지,호드리구 데펜지,브라질,Q2798,
Q1084080,Sergio Manente,Sergio Manente,이탈리아,Q2798,
Q1084080,Sergio Manente,Sergio Manente,이탈리아 왕국,Q2798,
Q1089106,Mirko Pieri,Mirko Pieri,이탈리아,Q2798,
Q1092166,Luigi Turci,Luigi Turci,이탈리아,Q2798,
Q1101754,아모스 마리아니,아모스 마리아니,이탈리아,Q2798,
Q1101754,아모스 마리아니,아모스 마리아니,이탈리아 왕국,Q2798,
Q1113874,올리비에 르나르,올리비에 르나르,벨기에,Q2798,
Q1114935,Elio Gustinetti,Elio Gustinetti,이탈리아,Q2798,
Q1117801,Renzo Sassi,Renzo Sassi,이탈리아,Q2798,
Q1117801,Renzo Sassi,Renzo Sassi,이탈리아 왕국,Q2798,
Q1122632,Attilio Gregori,Attilio Gregori,이탈리아,Q2798,
Q112349548,Răzvan Sava,Răzvan Sava,루마니아,Q2798,"Razvan Sava, Răzvan Sergiu Sava"
Q1136815,Adriano Bonaiuti,Adriano Bonaiuti,이탈리아,Q2798,
Q1141464,Alberto Marchetti,Alberto Marchetti,이탈리아,Q2798,
Q114386,실반 비드머,실반 비드머,스위스,Q2798,Silvan Dominic Widmer
Q1152409,Armando Segato,Armando Segato,이탈리아,Q2798,
Q1152409,Armando Segato,Armando Segato,이탈리아 왕국,Q2798,
Q115859,즈드라브코 쿠즈마노비치,즈드라브코 쿠즈마노비치,세르비아,Q2798,
Q115859,즈드라브코 쿠즈마노비치,즈드라브코 쿠즈마노비치,스위스,Q2798,
Q116161,Jarkko Hurme,Jarkko Hurme,핀란드,Q2798,Jarkko Erkki Hurme
Q1163455,엘리 라우헤나페시,엘리 라우헤나페시,네덜란드 왕국,Q2798,Elijah Jeremias Louhenapessy
Q1165000,Dante Maiani,Dante Maiani,산마리노,Q2798,
Q1166022,Dariusz Adamczuk,Dariusz Adamczuk,폴란드,Q2798,
Q1193223,니콜라 부야디노비치,니콜라 부야디노비치,몬테네그로,Q2798,
Q1272343,Régis Genaux,Régis Genaux,벨기에,Q2798,Regis Genaux
Q1284800,에지뉴 나자레트 필류,에지뉴 나자레트 필류,브라질,Q2798,
Q1306649,Paul Ramírez,Paul Ramírez,베네수엘라,Q2798,Paul Ramirez
Q1308309,Manuel Belleri,Manuel Belleri,이탈리아,Q2798,
Q1314204,László Szőke,László Szőke,헝가리,Q2798,Laszlo Szoke
Q131686036,Q131686036,Q131686036,북마케도니아,Q2798,
Q1317173,Marco Barbot,Marco Barbot,이탈리아,Q2798,
Q1317738,Marco Baroni,Marco Baroni,이탈리아,Q2798,
Q1318676,Celso Battaia,Celso Battaia,이탈리아,Q2798,
Q1318676,Celso Battaia,Celso Battaia,이탈리아 왕국,Q2798,
Q1319355,Maurizio Bedin,Maurizio Bedin,이탈리아,Q2798,
Q1332687,마레크 코지민스키,마레크 코지민스키,폴란드,Q2798,"Marek Jan Koźmiński, Marek Kozminski"
Q1359977,모르텐 비스고르,모르텐 비스고르,덴마크 왕국,Q2798,
Q1363147,Salvatore Masiello,Salvatore Masiello,이탈리아,Q2798,
Q137369,옌스 스트뤼게르 라르센,옌스 스트뤼게르 라르센,덴마크 왕국,Q2798,Jens Larsen
Q1373974,Thierry Doubai,Thierry Doubai,코트디부아르,Q2798,
Q1377804,요앙 왈랭,요앙 왈랭,벨기에,Q2798,
Q1380538,Massimo Mauro,Massimo Mauro,이탈리아,Q2798,
Q138055201,Emanuele Politti,Emanuele Politti,이탈리아,Q2798,
Q1396445,Roberto Muzzi,Roberto Muzzi,이탈리아,Q2798,
Q1403478,Giovanni Bia,Giovanni Bia,이탈리아,Q2798,
Q1403833,니콜라 벨몬테,니콜라 벨몬테,이탈리아,Q2798,
Q1403977,Rodolfo Beltrandi,Rodolfo Beltrandi,이탈리아,Q2798,
Q1404173,Claudio Bencina,Claudio Bencina,이탈리아,Q2798,
Q1404711,프란체스코 베누시,프란체스코 베누시,이탈리아,Q2798,
Q1404945,Candido Beretta,Candido Beretta,이탈리아,Q2798,
Q1404945,Candido Beretta,Candido Beretta,이탈리아 왕국,Q2798,
Q1405182,Marino Bergamasco,Marino Bergamasco,이탈리아,Q2798,
Q1405182,Marino Bergamasco,Marino Bergamasco,이탈리아 왕국,Q2798,
Q1406100,Ferdinando Sforzini,Ferdinando Sforzini,이탈리아,Q2798,
Q1407389,Romano Bernard,Romano Bernard,이탈리아,Q2798,
Q1407606,Riccardo Colombo,Riccardo Colombo,이탈리아,Q2798,
Q1408379,Antonio Bertoli,Antonio Bertoli,이탈리아,Q2798,
Q1408840,Luigi Bertossi,Luigi Bertossi,이탈리아,Q2798,Luigino Bertossi
Q1408840,Luigi Bertossi,Luigi Bertossi,이탈리아 왕국,Q2798,Luigino Bertossi
Q1408854,Valerio Bertotto,Valerio Bertotto,이탈리아,Q2798,
Q1409166,Lorenzo Bettini,Lorenzo Bettini,이탈리아,Q2798,
