qid,wikidata_name,display_name,country,club_qid,alias
Q1022455,Fernando Orsi,Fernando Orsi,이탈리아,Q2739,
Q1024129,Giulio Balestrini,Giulio Balestrini,이탈리아,Q2739,
Q1024163,Bruno Ballante,Bruno Ballante,이탈리아,Q2739,"Bruno Ballanti, Bruno Lorenzo Pasquale Ballanti"
Q1024163,Bruno Ballante,Bruno Ballante,이탈리아 왕국,Q2739,"Bruno Ballanti, Bruno Lorenzo Pasquale Ballanti"
Q10281403,Fernando Krýgk,Fernando Krýgk,포르투갈,Q2739,
Q104095812,Pietro Boer,Pietro Boer,이탈리아,Q2739,
Q1042327,Carlo Mazzone,Carlo Mazzone,이탈리아,Q2739,Carletto Mazzone
Q1042327,Carlo Mazzone,Carlo Mazzone,이탈리아 왕국,Q2739,Carletto Mazzone
Q1044616,엘비오 반케로,엘비오 반케로,이탈리아,Q2739,"Banchero I, Elvio Bianchero"
Q1044616,엘비오 반케로,엘비오 반케로,이탈리아 왕국,Q2739,"Banchero I, Elvio Bianchero"
Q10500753,스테파노 페티나리,스테파노 페티나리,이탈리아,Q2739,
Q10503650,Oscar Lini,Oscar Lini,이탈리아,Q2739,
Q10555888,Manuel Turchi,Manuel Turchi,이탈리아,Q2739,
Q106519991,에브리마 다보에,에브리마 다보에,감비아,Q2739,
Q1068786,호세 앙헬 발데스,호세 앙헬 발데스,스페인,Q2739,Jose Angel Valdes
Q107097371,Suf Podgoreanu,Suf Podgoreanu,루마니아,Q2739,Suf Podgoranu
Q107097371,Suf Podgoreanu,Suf Podgoreanu,이스라엘,Q2739,Suf Podgoranu
Q10758,마르코 카세티,마르코 카세티,이탈리아,Q2739,
Q1082991,호드리구 데펜지,호드리구 데펜지,브라질,Q2739,
Q108304,Giovanni Zarrella,Giovanni Zarrella,독일,Q2739,
Q108304,Giovanni Zarrella,Giovanni Zarrella,이탈리아,Q2739,
Q1083292,Gianluca Galasso,Gianluca Galasso,이탈리아,Q2739,
Q1083540,Domenico Penzo,Domenico Penzo,이탈리아,Q2739,
Q1083975,Aldo Bet,Aldo Bet,이탈리아,Q2739,
Q10856523,안토니오 사나브리아,안토니오 사나브리아,파라과이,Q2739,Arnaldo Antonio Sanabria Ayala
Q1091414,Carlo Petrini,Carlo Petrini,이탈리아,Q2739,
Q1093570,Gianluca Freddi,Gianluca Freddi,이탈리아,Q2739,
Q1098369,Alberto Di Chiara,Alberto Di Chiara,이탈리아,Q2739,
Q110053,마츠 후멜스,마츠 후멜스,독일,Q2739,Mats Julian Hummels
Q110111,군나르 노르달,군나르 노르달,스웨덴,Q2739,
Q1106299,Domenico Maggiora,Domenico Maggiora,이탈리아,Q2739,
Q1109840,Carlo Perrone,Carlo Perrone,이탈리아,Q2739,
Q112184628,딘 하위선,딘 하위선,스페인,Q2739,Dean Huysen
Q1122632,Attilio Gregori,Attilio Gregori,이탈리아,Q2739,
Q1130817,Andrea Giallombardo,Andrea Giallombardo,이탈리아,Q2739,
Q1131690,살리우 라시시,살리우 라시시,코트디부아르,Q2739,
Q1131690,살리우 라시시,살리우 라시시,프랑스,Q2739,
Q1135510,Joseph Dayo Oshadogan,Joseph Dayo Oshadogan,이탈리아,Q2739,Joseph Oshadogan
Q1136788,Fabrizio Di Mauro,Fabrizio Di Mauro,이탈리아,Q2739,
Q1141456,Gustavo Bartelt,Gustavo Bartelt,아르헨티나,Q2739,Gustavo Javier Bartelt
Q1143251,Marco De Marchi,Marco De Marchi,이탈리아,Q2739,Marco Antonio De Marchi
Q115194574,Benjamin Tahirović,Benjamin Tahirović,보스니아 헤르체고비나,Q2739,
Q115194574,Benjamin Tahirović,Benjamin Tahirović,스웨덴,Q2739,
Q1157089,Gianluca Festa,Gianluca Festa,이탈리아,Q2739,
Q1163688,다니엘레 코르비아,다니엘레 코르비아,이탈리아,Q2739,
Q1164074,Arcadio Venturi,Arcadio Venturi,이탈리아,Q2739,
Q1169803,Giorgio Morini,Giorgio Morini,이탈리아,Q2739,
Q1171968,Fausto Landini,Fausto Landini,이탈리아,Q2739,
Q1174368,Roberto Trotta,Roberto Trotta,아르헨티나,Q2739,
Q122294,안젤로 디 리비오,안젤로 디 리비오,이탈리아,Q2739,
Q122874551,Pietro Benedetti,Pietro Benedetti,이탈리아,Q2739,
Q1279846,니콜라스 스폴리,니콜라스 스폴리,아르헨티나,Q2739,"Nicolas Spolli, Nicolás Spolli"
Q128725,나카타 히데토시,나카타 히데토시,일본,Q2739,
Q1298064,에지스토 판돌피니,에지스토 판돌피니,이탈리아,Q2739,
Q1298064,에지스토 판돌피니,에지스토 판돌피니,이탈리아 왕국,Q2739,
Q12984,스테판 엘 샤라위,스테판 엘 샤라위,베네수엘라,Q2739,Stephan Kareem El Shaarawy
Q12984,스테판 엘 샤라위,스테판 엘 샤라위,이집트,Q2739,Stephan Kareem El Shaarawy
Q12984,스테판 엘 샤라위,스테판 엘 샤라위,이탈리아,Q2739,Stephan Kareem El Shaarawy
Q130211255,Jan Oliveras,Jan Oliveras,스페인,Q2739,
Q130545775,Renato Marin,Renato Marin,이탈리아,Q2739,
Q1317097,Giorgio Barbolini,Giorgio Barbolini,이탈리아,Q2739,
Q1317514,Paolo Barison,Paolo Barison,이탈리아,Q2739,
Q1317514,Paolo Barison,Paolo Barison,이탈리아 왕국,Q2739,
Q1317738,Marco Baroni,Marco Baroni,이탈리아,Q2739,
Q1318225,Gianangelo Barzan,Gianangelo Barzan,이탈리아,Q2739,Gian Angelo Barzan
Q1318225,Gianangelo Barzan,Gianangelo Barzan,이탈리아 왕국,Q2739,Gian Angelo Barzan
Q1318601,Alberto Batistoni,Alberto Batistoni,이탈리아,Q2739,
Q1319640,Marco Belladonna,Marco Belladonna,이탈리아,Q2739,
Q1319640,Marco Belladonna,Marco Belladonna,이탈리아 왕국,Q2739,
Q133189496,Antonio Arena,Antonio Arena,이탈리아,Q2739,
Q1333991,Sebastiano Siviglia,Sebastiano Siviglia,이탈리아,Q2739,
Q1334652,Simone Farina,Simone Farina,이탈리아,Q2739,
Q133556,애슐리 콜,애슐리 콜,영국,Q2739,"애쉴리 콜, 애슐리콜, 애실리 콜"
Q13372463,Alessandro Rinaldi,Alessandro Rinaldi,이탈리아,Q2739,
Q1337309,루차노 스피노시,루차노 스피노시,이탈리아,Q2739,Spinosi II
Q1337698,Mark Edusei,Mark Edusei,가나,Q2739,
Q1338428,Rodolfo Volk,Rodolfo Volk,이탈리아,Q2739,
Q1338428,Rodolfo Volk,Rodolfo Volk,이탈리아 왕국,Q2739,
Q1345763,Renato Gaúcho,Renato Gaúcho,브라질,Q2739,Renato Portaluppi
Q13527930,Francesco Di Mariano,Francesco Di Mariano,이탈리아,Q2739,
