qid,wikidata_name,display_name,country,club_qid,alias
Q102068584,Mathyas Randriamamy,Mathyas Randriamamy,마다가스카르,Q1051013,
Q102068584,Mathyas Randriamamy,Mathyas Randriamamy,프랑스,Q1051013,
Q10478307,Hervé Schreiner,Hervé Schreiner,프랑스,Q1051013,
Q1049012,로기 메예,로기 메예,가봉,Q1051013,Roguy Meye
Q10492107,Jean-Séraphin Mbessa,Jean-Séraphin Mbessa,카메룬,Q1051013,
Q10492886,Jean-Baptiste Le Bescond,Jean-Baptiste Le Bescond,프랑스,Q1051013,
Q10493895,Kenny Vigier,Kenny Vigier,프랑스,Q1051013,
Q10544544,칼리드 부타이브,칼리드 부타이브,모로코,Q1051013,
Q10544544,칼리드 부타이브,칼리드 부타이브,프랑스,Q1051013,
Q111522310,Guy2Bezbar,Guy2Bezbar,프랑스,Q1051013,
Q11285335,안드레아 블레데,안드레아 블레데,프랑스,Q1051013,
Q113557067,Yannick Gbessi,Yannick Gbessi,프랑스,Q1051013,
Q11402818,Bruno Ferry,Bruno Ferry,프랑스,Q1051013,
Q118207,케빈 트라프,케빈 트라프,독일,Q1051013,
Q121639,Cheick Fantamady Diarra,Cheick Fantamady Diarra,말리,Q1051013,
Q121639,Cheick Fantamady Diarra,Cheick Fantamady Diarra,프랑스,Q1051013,
Q127460,니콜라 포베르그,니콜라 포베르그,프랑스,Q1051013,
Q129169345,Laurent Aliu,Laurent Aliu,정보 없음,Q1051013,
Q129175,Kenny Lala,Kenny Lala,프랑스,Q1051013,El Teletubbie
Q13006995,Philippe Poil,Philippe Poil,프랑스,Q1051013,
Q1367255,Pius Ndiefi,Pius Ndiefi,카메룬,Q1051013,Pius Sielenu Ndiefi
Q1367255,Pius Ndiefi,Pius Ndiefi,프랑스,Q1051013,Pius Sielenu Ndiefi
Q1370102,Patrick Amoah,Patrick Amoah,스웨덴,Q1051013,
Q139503349,Alpha Diallo,Alpha Diallo,기니,Q1051013,
Q139503349,Alpha Diallo,Alpha Diallo,프랑스,Q1051013,
Q15361617,Souleymane Diomandé,Souleymane Diomandé,벨기에,Q1051013,Souleymane Baba Diomandé
Q15835745,Mourad Khirat,Mourad Khirat,프랑스,Q1051013,
Q15906939,하마리 트라오레,하마리 트라오레,말리,Q1051013,
Q1607487,장미셸 바잔,장미셸 바잔,프랑스,Q1051013,장미셸 바디안
Q16236442,Théo Pellenard,Théo Pellenard,프랑스,Q1051013,
Q16268011,Raymond Frey,Raymond Frey,프랑스,Q1051013,
Q1649644,Gaël Germany,Gaël Germany,프랑스,Q1051013,
Q1677368,Jackson Mendy,Jackson Mendy,세네갈,Q1051013,
Q1677368,Jackson Mendy,Jackson Mendy,프랑스,Q1051013,
Q168073,Zbigniew Gut,Zbigniew Gut,폴란드,Q1051013,
Q16855395,Kamel Yesli,Kamel Yesli,알제리,Q1051013,
Q1691701,Joël Damahou,Joël Damahou,코트디부아르,Q1051013,Joel Damahou
Q16937394,Guillaume Khous,Guillaume Khous,프랑스,Q1051013,
Q17350507,알리 압디,알리 압디,튀니지,Q1051013,منتظر حمود سهيل
Q17386447,Junior Ndagano,Junior Ndagano,벨기에,Q1051013,Ndagano Junior
Q1752052,Wilfried Niflore,Wilfried Niflore,프랑스,Q1051013,
Q17560648,Anthony Ribelin,Anthony Ribelin,프랑스,Q1051013,
Q17580289,Selimir Milošević,Selimir Milošević,세르비아,Q1051013,
Q18002292,카를 토코 에캄비,카를 토코 에캄비,카메룬,Q1051013,Karl Louis-Brillant Toko Ekambi
Q18002292,카를 토코 에캄비,카를 토코 에캄비,프랑스,Q1051013,Karl Louis-Brillant Toko Ekambi
Q18022077,Jason Bli,Jason Bli,코트디부아르,Q1051013,Jason Nathan Bli
Q18022077,Jason Bli,Jason Bli,프랑스,Q1051013,Jason Nathan Bli
Q1827254,Lionel Rouxel,Lionel Rouxel,프랑스,Q1051013,
Q18398260,Olivier Trassard,Olivier Trassard,프랑스,Q1051013,
Q18578074,Santos Brown,Santos Brown,라이베리아,Q1051013,
Q18619364,Vincent Koziello,Vincent Koziello,프랑스,Q1051013,
Q18921387,조나탕 밤바,조나탕 밤바,코트디부아르,Q1051013,Jonathan Soueni
Q18921387,조나탕 밤바,조나탕 밤바,프랑스,Q1051013,Jonathan Soueni
Q1911307,Michaël Murcy,Michaël Murcy,프랑스,Q1051013,
Q1923,제레미 메네즈,제레미 메네즈,프랑스,Q1051013,Jeremy Menez
Q19544311,Michel Drouilhat,Michel Drouilhat,프랑스,Q1051013,
Q195562,Josué Balamandji,Josué Balamandji,중앙아프리카 공화국,Q1051013,"Josue Balamandji, Josué Kossingou Balamandji"
Q19945271,Christophe Taine,Christophe Taine,프랑스,Q1051013,
Q2023993,Bilel Mohsni,Bilel Mohsni,튀니지,Q1051013,
Q2023993,Bilel Mohsni,Bilel Mohsni,프랑스,Q1051013,
Q2036983,Othniel Dossevi,Othniel Dossevi,토고,Q1051013,
Q2036983,Othniel Dossevi,Othniel Dossevi,프랑스,Q1051013,
Q2048875,Samy Houri,Samy Houri,프랑스,Q1051013,
Q2060816,세르주 밈포,세르주 밈포,카메룬,Q1051013,
Q20641502,나임 슬리티,나임 슬리티,튀니지,Q1051013,
Q20641502,나임 슬리티,나임 슬리티,프랑스,Q1051013,
Q20666686,조나탕 이코네,조나탕 이코네,콩고 민주 공화국,Q1051013,"Jorko, Nanitamo Jonathan Ikoné"
Q20666686,조나탕 이코네,조나탕 이코네,프랑스,Q1051013,"Jorko, Nanitamo Jonathan Ikoné"
Q2070432,Chaher Zarour,Chaher Zarour,프랑스,Q1051013,
Q2084660,Jean-Noël Huck,Jean-Noël Huck,프랑스,Q1051013,
Q2084916,Louis Floch,Louis Floch,프랑스,Q1051013,
Q20978721,Sabir Bougrine,Sabir Bougrine,모로코,Q1051013,
Q20978721,Sabir Bougrine,Sabir Bougrine,벨기에,Q1051013,
Q20993943,Dylan Bahamboula,Dylan Bahamboula,콩고 공화국,Q1051013,Dylan Ozan Moyo Bahamboula
Q20993943,Dylan Bahamboula,Dylan Bahamboula,프랑스,Q1051013,Dylan Ozan Moyo Bahamboula
Q21091624,메흐디 타흐라트,메흐디 타흐라트,알제리,Q1051013,
Q21091624,메흐디 타흐라트,메흐디 타흐라트,프랑스,Q1051013,
Q21620702,Saife Alami Bazza,Saife Alami Bazza,스페인,Q1051013,Saifeddine Alami Bazza
Q21622080,Ahmed Mogni,Ahmed Mogni,프랑스,Q1051013,
Q21643005,Victor Samb,Victor Samb,세네갈,Q1051013,Victor Abdou Samb
Q2177163,Roni Kalderon,Roni Kalderon,이스라엘,Q1051013,Ronnie Calderon
Q21872686,Ousmane Sidibé,Ousmane Sidibé,기니,Q1051013,
Q22004442,Marvin Gakpa,Marvin Gakpa,알제리,Q1051013,Marvin Ladji Gakpa
Q22004442,Marvin Gakpa,Marvin Gakpa,프랑스,Q1051013,Marvin Ladji Gakpa
Q2205686,다비드 폴레,다비드 폴레,벨기에,Q1051013,
Q2205686,다비드 폴레,다비드 폴레,프랑스,Q1051013,
Q2218135,와뇨 엘루아,와뇨 엘루아,아이티,Q1051013,
Q2218135,와뇨 엘루아,와뇨 엘루아,프랑스,Q1051013,
Q22212577,Xavier Poitrinal,Xavier Poitrinal,프랑스,Q1051013,
Q2276701,기 냐부유,기 냐부유,프랑스,Q1051013,
Q2292677,외젠 에케케,외젠 에케케,카메룬,Q1051013,Eugene Ekeke
Q2311151,Serge Dellamore,Serge Dellamore,프랑스,Q1051013,
Q23664262,Jean-Dimmy Jéoboam,Jean-Dimmy Jéoboam,아이티,Q1051013,
Q23747078,Fabien Tchenkoua,Fabien Tchenkoua,카메룬,Q1051013,Fabien Simon Tchenkoua Mouko
Q23747078,Fabien Tchenkoua,Fabien Tchenkoua,프랑스,Q1051013,Fabien Simon Tchenkoua Mouko
Q23762670,Roli Pereira de Sa,Roli Pereira de Sa,콩고 민주 공화국,Q1051013,
Q23762670,Roli Pereira de Sa,Roli Pereira de Sa,프랑스,Q1051013,
Q23772072,Bryan Alceus,Bryan Alceus,아이티,Q1051013,
Q23772072,Bryan Alceus,Bryan Alceus,프랑스,Q1051013,
Q23887767,악셀 디사시,악셀 디사시,프랑스,Q1051013,Axel Wilson Arthur Disasi Mhakinis Belho
Q23887768,Vincent Pirès,Vincent Pirès,알제리,Q1051013,
Q23887768,Vincent Pirès,Vincent Pirès,프랑스,Q1051013,
Q23887769,Baboye Traoré,Baboye Traoré,말리,Q1051013,
Q23887769,Baboye Traoré,Baboye Traoré,프랑스,Q1051013,
Q23887770,Tiécoro Keita,Tiécoro Keita,말리,Q1051013,
Q23887770,Tiécoro Keita,Tiécoro Keita,프랑스,Q1051013,
Q23887799,Rodrigue Bongongui,Rodrigue Bongongui,카메룬,Q1051013,
Q23887799,Rodrigue Bongongui,Rodrigue Bongongui,프랑스,Q1051013,
Q2395452,Zakaria Alaoui,Zakaria Alaoui,모로코,Q1051013,Zakaria Allaoui El-Achraf
Q24005554,Dominique Vaast,Dominique Vaast,프랑스,Q1051013,
Q2417313,Sandy Paillot,Sandy Paillot,프랑스,Q1051013,
Q24258852,Lahoucine Kharbouch,Lahoucine Kharbouch,프랑스,Q1051013,
Q2439484,조르주 무예메,조르주 무예메,카메룬,Q1051013,Georges Mouyeme
Q24450997,Samuel Yohou,Samuel Yohou,코트디부아르,Q1051013,
Q24450997,Samuel Yohou,Samuel Yohou,프랑스,Q1051013,
Q2457316,필리프 마위,필리프 마위,프랑스,Q1051013,"Philippe Georges Leon Mahut, Philippe Georges Léon Mahut"
Q2464262,Christian Kinkela,Christian Kinkela,콩고 민주 공화국,Q1051013,"Christian Fuanda Kinkela, Christian Kinkela Fuanda"
Q2464262,Christian Kinkela,Christian Kinkela,프랑스,Q1051013,"Christian Fuanda Kinkela, Christian Kinkela Fuanda"
Q2474057,Loïc Poujol,Loïc Poujol,프랑스,Q1051013,
Q2484268,Jimmy Modeste,Jimmy Modeste,프랑스,Q1051013,
Q25346167,Gaëtan Missi Mezu,Gaëtan Missi Mezu,가봉,Q1051013,
Q25346167,Gaëtan Missi Mezu,Gaëtan Missi Mezu,프랑스,Q1051013,
Q2536790,Bocundji Ca,Bocundji Ca,기니비사우,Q1051013,
Q2536790,Bocundji Ca,Bocundji Ca,프랑스,Q1051013,
Q2555519,Ahmed Tangeaoui,Ahmed Tangeaoui,모로코,Q1051013,
Q2555519,Ahmed Tangeaoui,Ahmed Tangeaoui,프랑스,Q1051013,
Q25643,무리탈라 오군비이,무리탈라 오군비이,베냉,Q1051013,
Q2577406,Kiril Dojčinovski,Kiril Dojčinovski,북마케도니아,Q1051013,
Q2577406,Kiril Dojčinovski,Kiril Dojčinovski,유고슬라비아,Q1051013,
Q2597207,Michel Bensoussan,Michel Bensoussan,프랑스,Q1051013,
Q2603267,알랭 보노,알랭 보노,카메룬,Q1051013,알랭 엘비스 보노 마크 음무네
Q262932,Pierre-Albert Chapuisat,Pierre-Albert Chapuisat,스위스,Q1051013,
Q2632673,Sébastien Cantini,Sébastien Cantini,프랑스,Q1051013,Sebastien Cantini
Q2633115,Halim Benmabrouk,Halim Benmabrouk,알제리,Q1051013,Abdelhamid Halim Ben Mabrouk
Q26405579,Daouda Konaté,Daouda Konaté,코트디부아르,Q1051013,
Q26704596,Maxime Lopez,Maxime Lopez,알제리,Q1051013,Maxime Baila Lopez
Q26704596,Maxime Lopez,Maxime Lopez,프랑스,Q1051013,Maxime Baila Lopez
Q2686039,알리운 케베,알리운 케베,세네갈,Q1051013,Alioune Kebe
Q2687537,Jason Buaillon,Jason Buaillon,프랑스,Q1051013,Jason Jean Luc Buaillon
Q26988709,Mohamed Mara,Mohamed Mara,기니,Q1051013,
Q26988709,Mohamed Mara,Mohamed Mara,프랑스,Q1051013,
Q2699877,파브리스 모로,파브리스 모로,카메룬,Q1051013,
Q2699877,파브리스 모로,파브리스 모로,프랑스,Q1051013,
Q2703220,Cheikh Ndiaye,Cheikh Ndiaye,세네갈,Q1051013,Cheikh Tidiane Ndiaye
Q2703220,Cheikh Ndiaye,Cheikh Ndiaye,프랑스,Q1051013,Cheikh Tidiane Ndiaye
Q2731862,스테판 응게마,스테판 응게마,가봉,Q1051013,"Stephane N'Guema, Stephane Nguema"
Q2732312,피에르 르샹트르,피에르 르샹트르,프랑스,Q1051013,
Q2735068,파프 사르,파프 사르,세네갈,Q1051013,파프 브라힘 사르 엘하지
Q27478,Gilles Cioni,Gilles Cioni,프랑스,Q1051013,
Q2759742,Maxime Barthelme,Maxime Barthelme,프랑스,Q1051013,
Q2759969,Richard Socrier,Richard Socrier,프랑스,Q1051013,
Q27671183,Yannick Mamilonne,Yannick Mamilonne,프랑스,Q1051013,
Q2778356,Serge Maguy,Serge Maguy,코트디부아르,Q1051013,Serge-Alain Maguy
Q277898,Selim Bouadla,Selim Bouadla,알제리,Q1051013,
Q277898,Selim Bouadla,Selim Bouadla,프랑스,Q1051013,
Q27819,쥘리앙 팔미에리,쥘리앙 팔미에리,프랑스,Q1051013,
Q27845,Salim Moizini,Salim Moizini,프랑스,Q1051013,
Q28037389,Anthony Maisonnial,Anthony Maisonnial,프랑스,Q1051013,
Q28059255,Cheick Keita,Cheick Keita,말리,Q1051013,
Q28059255,Cheick Keita,Cheick Keita,프랑스,Q1051013,
Q281612,Horacio Neumann,Horacio Neumann,아르헨티나,Q1051013,Ricardo-Horacio Neumann
Q2820849,Abbès Ousfane,Abbès Ousfane,프랑스,Q1051013,Abbes Ousfane
Q2821360,아블라이 발데,아블라이 발데,세네갈,Q1051013,압둘라이 발데
