qid,wikidata_name,display_name,country,club_qid,alias
Q1031999,티아구 히베이루,티아구 히베이루,브라질,Q1900,Thiago Ribeiro Cardoso
Q1044458,안토니오 발차노,안토니오 발차노,이탈리아,Q1900,
Q1044589,Giacomo Banchelli,Giacomo Banchelli,이탈리아,Q1900,
Q10533601,Nicolas Bovi,Nicolas Bovi,이탈리아,Q1900,
Q10547036,Marco Ruzittu,Marco Ruzittu,이탈리아,Q1900,
Q10555584,레오나르도 파볼레티,레오나르도 파볼레티,이탈리아,Q1900,
Q1068907,Luis Romero,Luis Romero,우루과이,Q1900,Luis Alberto Romero
Q1088920,Andrea Parola,Andrea Parola,이탈리아,Q1900,
Q1100449,가브리엘레 페리코,가브리엘레 페리코,이탈리아,Q1900,
Q1106299,Domenico Maggiora,Domenico Maggiora,이탈리아,Q1900,
Q1111049,Roberto Puddu,Roberto Puddu,이탈리아,Q1900,
Q1117417,Davide Marchini,Davide Marchini,이탈리아,Q1900,
Q1140277,Cristian Bucchi,Cristian Bucchi,이탈리아,Q1900,Christian Bucchi
Q1140359,크리스티아노 델 그로소,크리스티아노 델 그로소,이탈리아,Q1900,
Q1141464,Alberto Marchetti,Alberto Marchetti,이탈리아,Q1900,
Q114413,알베르토 팔로스키,알베르토 팔로스키,이탈리아,Q1900,
Q1152409,Armando Segato,Armando Segato,이탈리아,Q1900,
Q1152409,Armando Segato,Armando Segato,이탈리아 왕국,Q1900,
Q1157089,Gianluca Festa,Gianluca Festa,이탈리아,Q1900,
Q1158731,Fernando Viola,Fernando Viola,이탈리아,Q1900,
Q122732774,Christ Kouadio,Christ Kouadio,코트디부아르,Q1900,
Q12635798,Lovro Skaramuca,Lovro Skaramuca,정보 없음,Q1900,
Q126727812,Velizar-Iliya Iliev,Velizar-Iliya Iliev,불가리아,Q1900,Velizar Iliev
Q1279869,루카스 카스트로,루카스 카스트로,아르헨티나,Q1900,Lucas Nahuel Castro
Q1283439,두예 초프,두예 초프,크로아티아,Q1900,
Q1317006,Valeriano Barbiero,Valeriano Barbiero,이탈리아,Q1900,
Q1317006,Valeriano Barbiero,Valeriano Barbiero,이탈리아 왕국,Q1900,
Q1317798,Roberto Barozzi,Roberto Barozzi,이탈리아,Q1900,
Q1317815,Candiano Barranco,Candiano Barranco,이탈리아,Q1900,
Q1318555,Alessandro Bastrini,Alessandro Bastrini,이탈리아,Q1900,
Q1319373,Angelo Bedini,Angelo Bedini,이탈리아,Q1900,
Q1319461,Luigi Beghetto,Luigi Beghetto,이탈리아,Q1900,
Q1320086,Giuseppe Bellini,Giuseppe Bellini,이탈리아,Q1900,
Q1320159,Mario Brkljača,Mario Brkljača,크로아티아,Q1900,
Q1335372,마티아스 카브레라,마티아스 카브레라,우루과이,Q1900,El pato Cabrera
Q1349864,Horacio Peralta,Horacio Peralta,우루과이,Q1900,
Q13527927,알레시오 크라뇨,알레시오 크라뇨,이탈리아,Q1900,
Q1363190,José Vítor Moreira Semedo,José Vítor Moreira Semedo,포르투갈,Q1900,Jose Vitor Moreira Semedo
Q1372810,Simone Loria,Simone Loria,이탈리아,Q1900,Loria
Q137767362,Yael Trepy,Yael Trepy,프랑스,Q1900,
Q1378264,파브리초 폴레티,파브리초 폴레티,이탈리아,Q1900,
Q1385297,Giuseppe Chiappella,Giuseppe Chiappella,이탈리아,Q1900,Beppe Chiappella
Q1385297,Giuseppe Chiappella,Giuseppe Chiappella,이탈리아 왕국,Q1900,Beppe Chiappella
Q1396445,Roberto Muzzi,Roberto Muzzi,이탈리아,Q1900,
Q1403552,Pierpaolo Bisoli,Pierpaolo Bisoli,이탈리아,Q1900,Pier Paolo Bisoli
Q1403739,Francesco Bellucci,Francesco Bellucci,이탈리아,Q1900,
Q1404838,Erminio Bercarich,Erminio Bercarich,이탈리아,Q1900,
Q1404838,Erminio Bercarich,Erminio Bercarich,이탈리아 왕국,Q1900,
Q1404865,Claudio Olinto de Carvalho,Claudio Olinto de Carvalho,브라질,Q1900,Nené
Q1405116,Roberto Bergamaschi,Roberto Bergamaschi,이탈리아,Q1900,
Q1407576,Lucio Bernardini,Lucio Bernardini,이탈리아,Q1900,
Q1407765,Daniele Berretta,Daniele Berretta,이탈리아,Q1900,
Q1407841,Pietro Bersia,Pietro Bersia,이탈리아,Q1900,
Q1407841,Pietro Bersia,Pietro Bersia,이탈리아 왕국,Q1900,
Q1408307,Sergio Bertola,Sergio Bertola,이탈리아,Q1900,
Q1408437,Luigi Bertoli,Luigi Bertoli,이탈리아,Q1900,
Q1408437,Luigi Bertoli,Luigi Bertoli,이탈리아 왕국,Q1900,
Q1409074,Stefano Bettarini,Stefano Bettarini,이탈리아,Q1900,
Q1415437,Pasquale Rocco,Pasquale Rocco,이탈리아,Q1900,Pasquale Domenico Rocco
Q141604,Antonio Langella,Antonio Langella,이탈리아,Q1900,
Q1444184,Paolo Bianco,Paolo Bianco,이탈리아,Q1900,
Q1444284,Stefano Bianconi,Stefano Bianconi,이탈리아,Q1900,
Q1444341,Dario Biasi,Dario Biasi,이탈리아,Q1900,
Q1444414,Corrado Biasotto,Corrado Biasotto,이탈리아,Q1900,Corrado Biasiotto
Q1444414,Corrado Biasotto,Corrado Biasotto,이탈리아 왕국,Q1900,Corrado Biasiotto
Q1445124,Guido Biondi,Guido Biondi,이탈리아,Q1900,
Q1445327,Roberto Guana,Roberto Guana,이탈리아,Q1900,
Q1445463,Antonio Bitetti,Antonio Bitetti,이탈리아,Q1900,
Q1446844,Antonio Bogoni,Antonio Bogoni,이탈리아,Q1900,
Q1447931,Giorgio Bolognesi,Giorgio Bolognesi,이탈리아,Q1900,
Q1447931,Giorgio Bolognesi,Giorgio Bolognesi,이탈리아 왕국,Q1900,
Q1449250,Vittorio Bonello,Vittorio Bonello,이탈리아,Q1900,Bonello II
Q1460525,Mauro Bonomi,Mauro Bonomi,이탈리아,Q1900,
Q1464549,Raoul Bortoletto,Raoul Bortoletto,이탈리아,Q1900,Raul Bortoletto
Q1464549,Raoul Bortoletto,Raoul Bortoletto,이탈리아 왕국,Q1900,Raul Bortoletto
Q1465189,Róbert Winkler,Róbert Winkler,헝가리,Q1900,Robert Winkler
Q1466230,Massimo Brambilla,Massimo Brambilla,이탈리아,Q1900,
Q1466505,Enzo Bravi,Enzo Bravi,이탈리아,Q1900,
Q1466733,Giorgio Bresciani,Giorgio Bresciani,이탈리아,Q1900,
Q1466912,Mauro Bressan,Mauro Bressan,이탈리아,Q1900,
Q1469009,Domenico D'Alberto,Domenico D'Alberto,이탈리아,Q1900,
Q1469009,Domenico D'Alberto,Domenico D'Alberto,헝가리,Q1900,
Q1472471,Josef Samu,Josef Samu,헝가리,Q1900,
Q1485330,마시모 브리아스키,마시모 브리아스키,이탈리아,Q1900,
Q1486070,Mario Brugnera,Mario Brugnera,이탈리아,Q1900,
Q1487147,Alessandro Budel,Alessandro Budel,이탈리아,Q1900,
Q1488005,살바토레 부라이,살바토레 부라이,이탈리아,Q1900,
Q1488344,Emilio Busetto,Emilio Busetto,이탈리아,Q1900,
Q1488688,Sergio Buso,Sergio Buso,이탈리아,Q1900,
Q1488925,Cesare Butti,Cesare Butti,이탈리아,Q1900,
Q1489607,Massimo Cacciatori,Massimo Cacciatori,이탈리아,Q1900,
Q1489747,Giancarlo Cadé,Giancarlo Cadé,이탈리아,Q1900,Giancarlo Cade
Q1489747,Giancarlo Cadé,Giancarlo Cadé,이탈리아 왕국,Q1900,Giancarlo Cade
Q1489770,Giuseppe Cadé,Giuseppe Cadé,이탈리아,Q1900,Giuseppe Cade
Q1489770,Giuseppe Cadé,Giuseppe Cadé,이탈리아 왕국,Q1900,Giuseppe Cade
Q1490426,Leopoldo Caimmi,Leopoldo Caimmi,이탈리아,Q1900,
Q1490426,Leopoldo Caimmi,Leopoldo Caimmi,이탈리아 왕국,Q1900,
Q14945895,케이타 발데,케이타 발데,세네갈,Q1900,Keita Balde Diao
Q14945895,케이타 발데,케이타 발데,스페인,Q1900,Keita Balde Diao
Q1522453,Gianfranco Matteoli,Gianfranco Matteoli,이탈리아,Q1900,
Q1533299,Fabrizio Cammarata,Fabrizio Cammarata,이탈리아,Q1900,
Q1536795,Andrea Campagnolo,Andrea Campagnolo,이탈리아,Q1900,
Q1537458,Roberto Canestrari,Roberto Canestrari,이탈리아,Q1900,
Q1537906,Renato Caocci,Renato Caocci,이탈리아,Q1900,
Q1537966,Luca Capecchi,Luca Capecchi,이탈리아,Q1900,
Q1538740,Renzo Cappellaro,Renzo Cappellaro,이탈리아,Q1900,
Q1538740,Renzo Cappellaro,Renzo Cappellaro,이탈리아 왕국,Q1900,
Q1539223,Massimiliano Cappioli,Massimiliano Cappioli,이탈리아,Q1900,
Q1539773,마르코 카푸아노,마르코 카푸아노,이탈리아,Q1900,
Q1540002,Luigi Capuzzo,Luigi Capuzzo,이탈리아,Q1900,
Q1541019,Alan Carlet,Alan Carlet,이탈리아,Q1900,
Q1541158,Giuseppe Carmignato,Giuseppe Carmignato,이탈리아,Q1900,
Q1541158,Giuseppe Carmignato,Giuseppe Carmignato,이탈리아 왕국,Q1900,
Q15617281,Franco Baucè,Franco Baucè,이탈리아,Q1900,Franco Bauce
Q15704424,안드레아 타바넬리,안드레아 타바넬리,이탈리아,Q1900,
Q15707405,시모네 스쿠페트,시모네 스쿠페트,이탈리아,Q1900,
Q1573556,레안드루 카스탕,레안드루 카스탕,브라질,Q1900,Leandro Castan
Q15890336,Andrea Pallanch,Andrea Pallanch,이탈리아,Q1900,
Q15964450,Simone Solinas,Simone Solinas,이탈리아,Q1900,
