qid,wikidata_name,display_name,country,club_qid,alias
Q100891942,Juan García Calvo,Juan García Calvo,스페인,Q8780,
Q100975550,Josep Maria Baldrich i Viladrich,Josep Maria Baldrich i Viladrich,정보 없음,Q8780,
Q100997752,Josep Serra i Andreu,Josep Serra i Andreu,정보 없음,Q8780,
Q101156112,Ramón Terrats,Ramón Terrats,스페인,Q8780,
Q10320201,루카스 가우슈,루카스 가우슈,브라질,Q8780,
Q10377836,Taianan,Taianan,브라질,Q8780,"Tai, Taianan Imbere Linhares Welker"
Q10393356,Wellington Baroni,Wellington Baroni,브라질,Q8780,
Q1042945,Carlos García Badías,Carlos García Badías,스페인,Q8780,Carlos Garcia Badias
Q1043209,카를로스 루이스 에레로,카를로스 루이스 에레로,스페인,Q8780,
Q10432361,José Padrón,José Padrón,스페인,Q8780,
Q1043577,카르멜로 세드룬,카르멜로 세드룬,스페인,Q8780,Carmelo Cedrun
Q104418085,Josep Bonich i Capdevila,Josep Bonich i Capdevila,스페인,Q8780,
Q104537302,Ana García-Castany Cabecerán,Ana García-Castany Cabecerán,스페인,Q8780,
Q104718063,Brandãozinho,Brandãozinho,브라질,Q8780,José Carlos Silveira Braga
Q104889354,José Salinas,José Salinas,스페인,Q8780,
Q10514669,Isaías Sánchez,Isaías Sánchez,스페인,Q8780,
Q105571957,Josep Maria Canals i Carbó,Josep Maria Canals i Carbó,스페인,Q8780,
Q1055789,크리스티안 알폰소 로페스,크리스티안 알폰소 로페스,스페인,Q8780,Christian Alfonso Lopez
Q10557934,Edgar Badia Guardiola,Edgar Badia Guardiola,스페인,Q8780,Édgar Badía
Q105681392,알레한드로 발데,알레한드로 발데,도미니카 공화국,Q8780,"Alejandro Baldé Martínez, Álex Baldé"
Q105681392,알레한드로 발데,알레한드로 발데,스페인,Q8780,"Alejandro Baldé Martínez, Álex Baldé"
Q105700819,Miquel Urgell Calatayud,Miquel Urgell Calatayud,스페인,Q8780,
Q106368588,Omar El Hilali,Omar El Hilali,모로코,Q8780,
Q106489524,Antonio Marín Coll,Antonio Marín Coll,스페인,Q8780,
Q107419792,Emili Lloret i Baeza,Emili Lloret i Baeza,스페인,Q8780,
Q107633850,Clemens Riedel,Clemens Riedel,정보 없음,Q8780,
Q107894103,Mariano Gargallo Minguillón,Mariano Gargallo Minguillón,스페인,Q8780,
Q108120357,Roberto Fernández Jaén,Roberto Fernández Jaén,정보 없음,Q8780,
Q108197090,Manel Artigas Morraja,Manel Artigas Morraja,스페인,Q8780,
Q108338407,Juan López Turró,Juan López Turró,스페인,Q8780,
Q108843299,José Berrondo Silva,José Berrondo Silva,스페인,Q8780,
Q109120051,Climent Judici Fabregat,Climent Judici Fabregat,스페인,Q8780,
Q109282703,Rubén Sánchez,Rubén Sánchez,정보 없음,Q8780,
Q109302393,Josep Pausàs i Margó,Josep Pausàs i Margó,스페인,Q8780,
Q109493714,José María Moreno Torres,José María Moreno Torres,스페인,Q8780,
Q109499135,Ramon Duran i Ros,Ramon Duran i Ros,스페인,Q8780,
Q1096377,Péter Ilku,Péter Ilku,헝가리,Q8780,"Peter Ilku, Peter Ilku Kampfl"
Q1098258,Claudiu Răducanu,Claudiu Răducanu,루마니아,Q8780,
Q110258306,주안 가르시아,주안 가르시아,스페인,Q8780,Joan García
Q11049375,Laureano Miró,Laureano Miró,스페인,Q8780,
Q11080997,José Valero Martín,José Valero Martín,스페인,Q8780,
Q1109782,István Kis Szolnok,István Kis Szolnok,헝가리,Q8780,Istvan Kis Szolnok
Q112042200,Dani Villahermosa,Dani Villahermosa,스페인,Q8780,
Q112130343,Luca Koleosho,Luca Koleosho,미국,Q8780,
Q112130343,Luca Koleosho,Luca Koleosho,이탈리아,Q8780,
Q112130343,Luca Koleosho,Luca Koleosho,캐나다,Q8780,
Q1123581,Juvenal Edjogo Owono,Juvenal Edjogo Owono,적도 기니,Q8780,"Juvenal Edjogo, Juvenal Edjogo Owono Montalban, Juvenal Edjogo Owono Montalbán"
Q112776101,Regino Gómez Hernández,Regino Gómez Hernández,스페인,Q8780,
Q112877211,알레호 벨리스,알레호 벨리스,아르헨티나,Q8780,
