qid,wikidata_name,display_name,country,club_qid,alias
Q101156112,Ramón Terrats,Ramón Terrats,스페인,Q11945,
Q1032930,Iván Pérez Muñoz,Iván Pérez Muñoz,스페인,Q11945,"Ivan Perez, Iván Pérez"
Q104439000,아르나우 마르티네스,아르나우 마르티네스,스페인,Q11945,
Q10553914,Arseni Comas,Arseni Comas,스페인,Q11945,Arseni Comas Julià
Q1055789,크리스티안 알폰소 로페스,크리스티안 알폰소 로페스,스페인,Q11945,Christian Alfonso Lopez
Q106781889,Vladyslav Vanat,Vladyslav Vanat,우크라이나,Q11945,
Q107297831,Hugo Rincón,Hugo Rincón,정보 없음,Q11945,
Q107693749,Arnau Comas,Arnau Comas,스위스,Q11945,Arnau Comas Freixas
Q108101356,Óscar Ureña,Óscar Ureña,도미니카 공화국,Q11945,"Oscar Ureña, Óscar Ureña García"
Q108101356,Óscar Ureña,Óscar Ureña,스페인,Q11945,"Oscar Ureña, Óscar Ureña García"
Q10853624,Álex Granell,Álex Granell,스페인,Q11945,
Q111097366,Pablo Torre,Pablo Torre,스페인,Q11945,Pablo Torre Carral
Q113154245,Jonathan Dubasin,Jonathan Dubasin,벨기에,Q11945,
Q113154245,Jonathan Dubasin,Jonathan Dubasin,스페인,Q11945,
Q113651014,Arcadi Camps i Artau,Arcadi Camps i Artau,스페인,Q11945,
Q115247593,José Manuel Embela,José Manuel Embela,스페인,Q11945,"Jose Embela, José Embela, Jose Manuel Embela, Jose Manuel Embela Pi, José Manuel Embela Pi"
Q115247593,José Manuel Embela,José Manuel Embela,적도 기니,Q11945,"Jose Embela, José Embela, Jose Manuel Embela, Jose Manuel Embela Pi, José Manuel Embela Pi"
Q116878118,Unai Hernández,Unai Hernández,스페인,Q11945,Unai Hernández Lorenzo
Q11697229,파블로 마친,파블로 마친,스페인,Q11945,Pablo Machín Díez
Q1184161,델피 젤리,델피 젤리,스페인,Q11945,Delfi Geli
Q11904828,Alberto Rodríguez Carroza,Alberto Rodríguez Carroza,스페인,Q11945,
Q119104460,Jorge Luis del Cueto Ramos,Jorge Luis del Cueto Ramos,스페인,Q11945,
Q11916576,Daniel Martí i Varela,Daniel Martí i Varela,스페인,Q11945,
Q11928943,Josep Sánchez Llambíes,Josep Sánchez Llambíes,스페인,Q11945,
Q11929150,José Martínez Puig,José Martínez Puig,스페인,Q11945,
Q11939536,Oriol Santos Ferrés,Oriol Santos Ferrés,스페인,Q11945,"Uri, Uri Santos"
Q12597820,백승호,백승호,대한민국,Q11945,"Baek Seungho, Paik Seungho, Seung-Ho Paik, Seungho Paik"
Q126127142,Antonino Jastin García López,Antonino Jastin García López,스페인,Q11945,Justin Garcia López
Q128912,데일리 블린트,데일리 블린트,네덜란드 왕국,Q11945,
Q134532087,Miguel Figueira,Miguel Figueira,스페인,Q11945,José Miguel Figueira Domínguez
Q1367738,에르네스토 갈란,에르네스토 갈란,스페인,Q11945,Ernesto Galan
Q1379134,Jofre Mateu,Jofre Mateu,스페인,Q11945,
Q1440615,Borja García Freire,Borja García Freire,스페인,Q11945,Borja Garcia Freire
Q14787165,Raúl Caballero,Raúl Caballero,스페인,Q11945,
Q1488224,Gabriel Gómez Román,Gabriel Gómez Román,스페인,Q11945,Gabriel Gomez Roman
Q15081905,토마 르마르,토마 르마르,프랑스,Q11945,"Thomas Benoit Lemar, Thomas Benoît Lemar"
Q151838,악셀 비첼,악셀 비첼,벨기에,Q11945,Axel Laurent Angel Lambert Witsel
Q15522811,Carlos Clerc,Carlos Clerc,스페인,Q11945,
Q15522866,Germán Parreño,Germán Parreño,스페인,Q11945,
Q15728781,Cristian Herrera López,Cristian Herrera López,스페인,Q11945,
Q15980269,패트릭 로버츠,패트릭 로버츠,영국,Q11945,Patrick John Joseph Roberts
Q15998612,Martín Abad Bartolomé,Martín Abad Bartolomé,스페인,Q11945,
Q160472,마르크안드레 테어 슈테겐,마르크안드레 테어 슈테겐,독일,Q11945,"마르크 안드레 테르 슈테겐, 마르크 안드레 테어 슈테겐, 마크 안드레 테르 슈테겐, 테어 슈테겐, 테어슈테겐"
Q16146666,Aday Benítez,Aday Benítez,스페인,Q11945,
Q16191441,Miquel Duran i Planas,Miquel Duran i Planas,스페인,Q11945,
Q16204322,Ayub El Harrak Rouas,Ayub El Harrak Rouas,스페인,Q11945,
Q16214008,이마놀 이디아케스,이마놀 이디아케스,스페인,Q11945,Joseba Imanol Idiakez Barkaiztegi
Q16233555,Marc Serramitja,Marc Serramitja,스페인,Q11945,Marc Serramitja Taberner
Q16234797,Jordi Masó Ribas,Jordi Masó Ribas,스페인,Q11945,
Q16235035,루벤 소브리노,루벤 소브리노,스페인,Q11945,
Q16235582,Iván López Mendoza,Iván López Mendoza,스페인,Q11945,
Q16235617,Carles Mas,Carles Mas,스페인,Q11945,Carles Mas Bacardit
Q16235660,알렉스 모레노,알렉스 모레노,스페인,Q11945,"Alex Moreno, Álex Moreno"
Q1649023,로베르토 프레스네도소,로베르토 프레스네도소,스페인,Q11945,
Q16493551,José Pablo García Castany,José Pablo García Castany,스페인,Q11945,
Q16659145,Francisco Javier Bayona,Francisco Javier Bayona,스페인,Q11945,
Q16679997,Chidiebere Nwakali,Chidiebere Nwakali,나이지리아,Q11945,Chidiebere Chijioke Nwakali
Q16782536,Joan Ribera i Masó,Joan Ribera i Masó,스페인,Q11945,
Q1688441,Jesús María Herrero,Jesús María Herrero,스페인,Q11945,Jesus Maria Herrero
Q169743,빅토르 쿠르토,빅토르 쿠르토,스페인,Q11945,Victor Curto
Q17000024,Josep Espada i Virgós,Josep Espada i Virgós,스페인,Q11945,
Q17000055,하이메 마타,하이메 마타,스페인,Q11945,"Matador, Jaime Mata Arnaiz, La pantera de Getafe"
Q17000581,Joan Carrillo Milán,Joan Carrillo Milán,스페인,Q11945,
Q1709600,José Ramón de la Fuente,José Ramón de la Fuente,스페인,Q11945,"Jose Ramon de la Fuente, Jose Ramon de la Fuente Morato"
Q17102645,Gerard Muñoz Nicolás,Gerard Muñoz Nicolás,스페인,Q11945,
Q17102658,Albert Vivancos Roig,Albert Vivancos Roig,스페인,Q11945,
Q17205112,Francisco Betancourt,Francisco Betancourt,스페인,Q11945,Francisco Betancourt Cocinero
Q17205117,Francesc Florenza i Gobern,Francesc Florenza i Gobern,스페인,Q11945,
Q17205908,Joaquim Rigau i Juan,Joaquim Rigau i Juan,스페인,Q11945,
Q17205915,Daniel Sarabia i Ricart,Daniel Sarabia i Ricart,스페인,Q11945,
Q17205970,Josep Torredeflot i Solé,Josep Torredeflot i Solé,스페인,Q11945,
Q17501941,Sebastián Coris,Sebastián Coris,스페인,Q11945,
Q1758081,Javier Almirón,Javier Almirón,아르헨티나,Q11945,"Javier A. Almirón, Javier Alejandro Almirón, Javier Almiron"
Q17593940,제라르드 굼바우,제라르드 굼바우,스페인,Q11945,Gerard Gumbau Garriga
Q17712837,하이로 모리야스,하이로 모리야스,스페인,Q11945,Jairo Morillas Rivero
Q18022050,David Bigas Vargas,David Bigas Vargas,스페인,Q11945,
Q18045246,Brian Oliván Herrero,Brian Oliván Herrero,스페인,Q11945,
Q18049717,Miguel Ángel Garrido Cifuentes,Miguel Ángel Garrido Cifuentes,스페인,Q11945,
Q18127752,David Sánchez Parrilla,David Sánchez Parrilla,스페인,Q11945,
Q18128985,Marc Vallhonesta,Marc Vallhonesta,스페인,Q11945,"Marc Vallhonesta Carreras, Vallho"
Q18207229,도미니크 리바코비치,도미니크 리바코비치,크로아티아,Q11945,Dominik Livakoviс
Q18216371,Fernando Barboza,Fernando Barboza,우루과이,Q11945,
Q18217832,Xabier Otermin,Xabier Otermin,스페인,Q11945,
Q19059840,도니 판 더 베이크,도니 판 더 베이크,네덜란드 왕국,Q11945,
Q19290864,Francesc González i Bernabé,Francesc González i Bernabé,스페인,Q11945,
Q19300376,Josep Fontanet i Peris,Josep Fontanet i Peris,스페인,Q11945,
Q19364595,Arnau Sala,Arnau Sala,스페인,Q11945,Arnau Sala Descals
Q19545355,Marcelo Djaló,Marcelo Djaló,기니비사우,Q11945,"Marcelo Amado Djaló Taritolay, Marcelo Djalo"
Q19545355,Marcelo Djaló,Marcelo Djaló,스페인,Q11945,"Marcelo Amado Djaló Taritolay, Marcelo Djalo"
Q19545355,Marcelo Djaló,Marcelo Djaló,아르헨티나,Q11945,"Marcelo Amado Djaló Taritolay, Marcelo Djalo"
Q19587732,José Aurelio Suárez,José Aurelio Suárez,스페인,Q11945,
Q196050,라몬 마소,라몬 마소,스페인,Q11945,라몬 마소 발마호
Q1995148,보티 고아,보티 고아,코트디부아르,Q11945,보티 고아 티롤린 오르헤 데멜
Q19968626,알레시 가르시아,알레시 가르시아,스페인,Q11945,Aleix García Serrano
Q20001307,Francisco González Mije,Francisco González Mije,스페인,Q11945,
Q20003497,Joan Franch i Xargay,Joan Franch i Xargay,스페인,Q11945,
Q20006357,Rafael Oramas Cabrera,Rafael Oramas Cabrera,스페인,Q11945,
Q20020808,Joan Torrent i Solé,Joan Torrent i Solé,스페인,Q11945,
Q20066885,아르템 도우비크,아르템 도우비크,우크라이나,Q11945,
Q20100716,Patxi Hernández Hernández,Patxi Hernández Hernández,스페인,Q11945,
Q20101413,Josep Pallàs i Castelló,Josep Pallàs i Castelló,스페인,Q11945,
Q20102268,Miquel Xirau i Borrell,Miquel Xirau i Borrell,스페인,Q11945,
Q20641410,Marc Rovirola,Marc Rovirola,스페인,Q11945,Marc Rovirola Moreno
Q20688718,앙헬리뇨,앙헬리뇨,스페인,Q11945,José Ángel Esmorís Tasende
Q2070240,플로리앙 르죈,플로리앙 르죈,프랑스,Q11945,플로리앙 그레구아르 클로드 르죈
Q2070872,Pape Maly Diamanka,Pape Maly Diamanka,세네갈,Q11945,
Q2075144,Gaizka Saizar,Gaizka Saizar,스페인,Q11945,Gaizka Saizar Lekuona
Q20875432,Josep Barceló i Font,Josep Barceló i Font,스페인,Q11945,
Q20875488,Josep Maria Burset i Parera,Josep Maria Burset i Parera,스페인,Q11945,
Q20908874,Àngel Anjaumà i Máñez,Àngel Anjaumà i Máñez,스페인,Q11945,
Q20925501,Rubén Alcaraz,Rubén Alcaraz,스페인,Q11945,
Q20977914,Jordi Calavera,Jordi Calavera,스페인,Q11945,Jordi Calavera Espinach
Q20978087,Pol Llonch,Pol Llonch,스페인,Q11945,
Q20991336,Kévin Soni,Kévin Soni,카메룬,Q11945,
Q20994192,Marlos Moreno,Marlos Moreno,콜롬비아,Q11945,Marlos Moreno Durán
Q20994432,양헬 에레라,양헬 에레라,베네수엘라,Q11945,Yangel Clemente Herrera Ravelo
Q21001141,Francisco Cánovas Candel,Francisco Cánovas Candel,스페인,Q11945,
Q21001379,Eduard Olivas i Torrent,Eduard Olivas i Torrent,스페인,Q11945,
Q21033095,Joaquín Zeballos,Joaquín Zeballos,우루과이,Q11945,
Q21038323,Josep Artigas Morraja,Josep Artigas Morraja,스페인,Q11945,
Q21039381,David Serrano Molina,David Serrano Molina,스페인,Q11945,
Q21067115,마이클 올룽가,마이클 올룽가,케냐,Q11945,
Q21072120,Édgar Joel Bárcenas,Édgar Joel Bárcenas,파나마,Q11945,Édgar Bárcenas
Q21079591,Antoni Giralt i Peiró,Antoni Giralt i Peiró,스페인,Q11945,
Q2110721,케코,케코,스페인,Q11945,"Sergio Gontan, Sergio Gontán Gallardo"
Q2126550,Javi Martos,Javi Martos,스페인,Q11945,Francisco Martos
Q21480731,Joel Arimany,Joel Arimany,스페인,Q11945,Joel Arimany Sala
Q218982,안드레우 폰타스,안드레우 폰타스,스페인,Q11945,앤드류 폰타스
Q21899278,Josep Daví i Aumatell,Josep Daví i Aumatell,스페인,Q11945,
Q21936888,Joan Blanquera i Bellvehí,Joan Blanquera i Bellvehí,스페인,Q11945,
Q22001795,아르나우트 단주마,아르나우트 단주마,나이지리아,Q11945,Arnaut Danjuma Groeneveld
Q22001795,아르나우트 단주마,아르나우트 단주마,네덜란드 왕국,Q11945,Arnaut Danjuma Groeneveld
Q2204494,Óscar Álvarez Sanjuán,Óscar Álvarez Sanjuán,스페인,Q11945,"Óscar Álvarez, Oscar Alvarez, Oscar Alvarez Sanjuan"
Q22694710,파블로 마페오,파블로 마페오,스페인,Q11945,Pablo Carmine Maffeo Becerra
Q2318645,Francisco José Olivas,Francisco José Olivas,스페인,Q11945,"Kiko, Francisco Jose Olivas, Francisco José Olivas Alba, Kiko Olivas"
Q2351502,Toni Moral,Toni Moral,스페인,Q11945,
Q2414363,Ritchie Kitoko,Ritchie Kitoko,벨기에,Q11945,
Q2414363,Ritchie Kitoko,Ritchie Kitoko,콩고 민주 공화국,Q11945,
Q2417967,Jonás Ramalho,Jonás Ramalho,스페인,Q11945,Jonas Ramalho
Q2436319,Marcos Tébar,Marcos Tébar,스페인,Q11945,Marcos Tebar
Q251799,앙헬 마르티네스,앙헬 마르티네스,스페인,Q11945,앙헬 마르티네스 세르베라
Q2608851,크리스티안 스투아니,크리스티안 스투아니,우루과이,Q11945,Cristhian Ricardo Stuani Curbelo
Q2608851,크리스티안 스투아니,크리스티안 스투아니,이탈리아,Q11945,Cristhian Ricardo Stuani Curbelo
Q26267167,빅토르 치한코우,빅토르 치한코우,우크라이나,Q11945,
Q2637295,Miguel Ángel Sánchez Muñoz,Miguel Ángel Sánchez Muñoz,스페인,Q11945,"Míchel, Míchel (footballer, born 1975)"
Q266021,고르카 이라이소스,고르카 이라이소스,스페인,Q11945,
Q266644,Juan Manuel Hernández Sánchez,Juan Manuel Hernández Sánchez,스페인,Q11945,Juan Manuel Hernandez Sanchez
Q2713245,Asier Goiria,Asier Goiria,스페인,Q11945,
Q274523,오리올 로메우,오리올 로메우,스페인,Q11945,Oriol Romeu Vidal
Q2762546,Josep Maria Comadevall,Josep Maria Comadevall,스페인,Q11945,"Pitu, Josep Maria Comadevall Crous, Josep María Comadevall Crous"
Q27705,Javier Álamo Cruz,Javier Álamo Cruz,스페인,Q11945,Javier Alamo Cruz
Q2790364,Gerard Bordas,Gerard Bordas,스페인,Q11945,Gerard Bordas Bahamontes
Q27916801,Marc Gual,Marc Gual,스페인,Q11945,"Marc Gual Huguet, Vagazo"
Q27919903,라디슬라프 크레이치,라디슬라프 크레이치,체코,Q11945,Ladislav Krejci
Q28112743,Mario Barrera,Mario Barrera,아르헨티나,Q11945,
Q28363823,더글라스 루이스,더글라스 루이스,브라질,Q11945,Douglas Luiz Soares de Paulo
Q28595309,Ferrán Sarsanedas i Soler,Ferrán Sarsanedas i Soler,스페인,Q11945,"Ferran Sarsanedas, Ferran Sarsanedas Soler"
Q28842015,Jaume Ribera i Frontera,Jaume Ribera i Frontera,스페인,Q11945,
Q2950258,Alberto Manga,Alberto Manga,스페인,Q11945,
Q299244,세이두 둠비아,세이두 둠비아,코트디부아르,Q11945,Doumbia Seydou
Q3014423,Dani Mallo,Dani Mallo,스페인,Q11945,
Q3018889,David Timor,David Timor,스페인,Q11945,El ñu de Carcaixent
Q3081919,Francisco Noguerol,Francisco Noguerol,스페인,Q11945,
Q313111,마르크 무니에사,마르크 무니에사,스페인,Q11945,Marc Muniesa Martínez
Q313687,Albert Jorquera,Albert Jorquera,스페인,Q11945,Albert Jorquera Fortia
Q3296282,Mario Rosas,Mario Rosas,스페인,Q11945,Mario Alberto Rosas Montero
Q3323170,Óscar Díaz González,Óscar Díaz González,스페인,Q11945,Oscar Diaz Gonzalez
Q3323643,파코 플로레스,파코 플로레스,스페인,Q11945,
Q3324067,Raúl Agné,Raúl Agné,스페인,Q11945,Raul Agne
Q3324589,Ricardo Álvarez Puig,Ricardo Álvarez Puig,스페인,Q11945,Ricardo Alvarez Puig
Q3531728,다비드 로페스 실바,다비드 로페스 실바,스페인,Q11945,David Lopez Silva
Q3571952,야신 부누,야신 부누,모로코,Q11945,Bono
Q3622054,Cristian Urbistondo López,Cristian Urbistondo López,스페인,Q11945,Cristian Urbistondo Lopez
Q362634,한드로,한드로,스페인,Q11945,"알레한드로 카스트로 페르난데스, 한드로 카스트로"
Q363098,안토니오 카예,안토니오 카예,스페인,Q11945,안토니오 산체스 데라카예
Q364833,하비에르 아쿠냐,하비에르 아쿠냐,스페인,Q11945,"카를로스 하비에르 아쿠냐, 카를로스 하비에르 아쿠냐 카바예로"
Q364833,하비에르 아쿠냐,하비에르 아쿠냐,파라과이,Q11945,"카를로스 하비에르 아쿠냐, 카를로스 하비에르 아쿠냐 카바예로"
Q3751043,프란시스코 산다사,프란시스코 산다사,스페인,Q11945,
Q3751906,Emilio Aldecoa,Emilio Aldecoa,스페인,Q11945,
Q3776542,Juanlu,Juanlu,스페인,Q11945,
Q3780311,Migue,Migue,스페인,Q11945,Miguel Ángel González González
