qid,wikidata_name,display_name,country,club_qid,alias
Q1018476,Neil Harris,Neil Harris,영국,Q19490,
Q10379525,Nicky Eaden,Nicky Eaden,영국,Q19490,Nicholas Jeremy Eaden
Q10379534,Nicky Summerbee,Nicky Summerbee,영국,Q19490,Nicholas Summerbee
Q10379723,Mark Robinson,Mark Robinson,영국,Q19490,Mark Andrew Robinson
Q10384960,Neil Thompson,Neil Thompson,영국,Q19490,
Q10394676,Johnny Quigley,Johnny Quigley,영국,Q19490,John Quigley
Q10396753,Lee Glover,Lee Glover,영국,Q19490,Edward Lee Glover
Q10396959,Tommy Gaynor,Tommy Gaynor,아일랜드,Q19490,
Q10399389,Liam Robinson,Liam Robinson,영국,Q19490,Spencer Liam Robinson
Q10421881,Johnny Dent,Johnny Dent,영국,Q19490,John George Dent
Q10430770,Henry Martin,Henry Martin,그레이트브리튼 아일랜드 연합왕국,Q19490,
Q10430770,Henry Martin,Henry Martin,영국,Q19490,
Q1043454,Carlton Palmer,Carlton Palmer,영국,Q19490,Carlton Lloyd Palmer
Q10438124,Martin Clark,Martin Clark,영국,Q19490,Martin John Clark
Q10439033,John Ramshaw,John Ramshaw,정보 없음,Q19490,
Q10441114,John Poole,John Poole,그레이트브리튼 아일랜드 연합왕국,Q19490,John Smith Poole
Q10441114,John Poole,John Poole,영국,Q19490,John Smith Poole
Q10452837,Bob Parkinson,Bob Parkinson,그레이트브리튼 아일랜드 연합왕국,Q19490,Robert Parkinson
Q10452837,Bob Parkinson,Bob Parkinson,영국,Q19490,Robert Parkinson
Q10454176,Joe Ford,Joe Ford,그레이트브리튼 아일랜드 연합왕국,Q19490,Joseph Bertram Ford
Q10454176,Joe Ford,Joe Ford,영국,Q19490,Joseph Bertram Ford
Q10464136,Harry Marshall,Harry Marshall,그레이트브리튼 아일랜드 연합왕국,Q19490,William Henry Marshall
Q10464136,Harry Marshall,Harry Marshall,영국,Q19490,William Henry Marshall
Q104762954,엘리엇 앤더슨,엘리엇 앤더슨,영국,Q19490,
Q10476981,Tommy Roe,Tommy Roe,그레이트브리튼 아일랜드 연합왕국,Q19490,Thomas William Roe
Q10476981,Tommy Roe,Tommy Roe,영국,Q19490,Thomas William Roe
Q10483055,Bill Hullett,Bill Hullett,그레이트브리튼 아일랜드 연합왕국,Q19490,William Alexander Hullett
