qid,wikidata_name,display_name,country,club_qid,alias
Q100517,베르너 드레셀,베르너 드레셀,독일,Q51974,
Q1035783,에르베 차미,에르베 차미,카메룬,Q51974,에르베 크리스티앙 차미응강구에
Q1045698,Carsten Wehlmann,Carsten Wehlmann,독일,Q51974,
Q104640520,Ogechika Heil,Ogechika Heil,독일,Q51974,
Q105064,Gerhard Krug,Gerhard Krug,독일,Q51974,
Q105367452,Mamoudou Buck,Mamoudou Buck,기니,Q51974,Mamoudou Diallo
Q105367452,Mamoudou Buck,Mamoudou Buck,독일,Q51974,Mamoudou Diallo
Q105725126,Robin Meißner,Robin Meißner,독일,Q51974,"Robin Maximilian Meissner, Robin Maximilian Meißner, Robin Meissner"
Q105754161,Sander Tangvik,Sander Tangvik,노르웨이,Q51974,
Q1079183,Christian Claaßen,Christian Claaßen,독일,Q51974,
Q108000686,Anssi Suhonen,Anssi Suhonen,핀란드,Q51974,
Q108491,마리얀 코바체비치,마리얀 코바체비치,독일,Q51974,
Q110109676,Sönke Günther,Sönke Günther,독일,Q51974,
Q110778,Manfred Kastl,Manfred Kastl,독일,Q51974,
Q1115432,Johann Schwarz,Johann Schwarz,시스라이타니아,Q51974,
Q114954,아르툠스 루드네우스,아르툠스 루드네우스,라트비아,Q51974,Artjoms Rudnevs
Q11504300,페르안데르스 세프,페르안데르스 세프,스웨덴,Q51974,
Q115341,하이코 베스테르만,하이코 베스테르만,독일,Q51974,"하이코 베슈테르만, 하이코 베스터만"
Q1155041,Walter Krause,Walter Krause,독일,Q51974,
Q1156245,Eduard Wolpers,Eduard Wolpers,독일,Q51974,
Q1162476,Daniel Sager,Daniel Sager,독일,Q51974,
Q1163252,Daniel Ziebig,Daniel Ziebig,독일,Q51974,
Q118410,미하엘 슈피스,미하엘 슈피스,독일,Q51974,
Q1184663,Nabil Bahoui,Nabil Bahoui,스웨덴,Q51974,
Q1193428,Louis Schaub,Louis Schaub,오스트리아,Q51974,
Q119988,Jürgen Hartmann,Jürgen Hartmann,독일,Q51974,
Q1201421,Detlev Dammeier,Detlev Dammeier,독일,Q51974,
Q121038,외르크 보데,외르크 보데,독일,Q51974,
Q1214085,Dániel Nagy,Dániel Nagy,헝가리,Q51974,Daniel Nagy
Q1221531,Heinz Libuda,Heinz Libuda,독일,Q51974,
Q1221746,Dieter Brefort,Dieter Brefort,독일,Q51974,
Q1222140,Dieter Hochheimer,Dieter Hochheimer,독일,Q51974,
Q1222326,Dieter Kramer,Dieter Kramer,독일,Q51974,
Q12286249,Martin Zafirow,Martin Zafirow,불가리아,Q51974,Martin Zafirov
Q1234806,Frank Schmöller,Frank Schmöller,독일,Q51974,
Q1252374,Horst Dehn,Horst Dehn,독일,Q51974,
Q126461,요리스 마테이선,요리스 마테이선,네덜란드 왕국,Q51974,
Q1266723,Marek Trejgis,Marek Trejgis,폴란드,Q51974,
Q1268242,Rolf Fritzsche,Rolf Fritzsche,독일,Q51974,
Q1268242,Rolf Fritzsche,Rolf Fritzsche,동독,Q51974,
Q1268613,Holger Dieckmann,Holger Dieckmann,독일,Q51974,
Q1284770,하인츠 베르너,하인츠 베르너,독일,Q51974,
Q1284988,발데마르 마티시크,발데마르 마티시크,폴란드,Q51974,
Q1287138,Rolf Rohrberg,Rolf Rohrberg,독일,Q51974,
Q129019,Anton Putsila,Anton Putsila,벨라루스,Q51974,Anton Pucila
Q130246655,Harald Fritz Tachau,Harald Fritz Tachau,정보 없음,Q51974,
Q1307928,Gustav Carstens,Gustav Carstens,독일,Q51974,
Q1324913,Elard Ostermann,Elard Ostermann,독일,Q51974,
Q1333685,헤라르트 플레서르스,헤라르트 플레서르스,벨기에,Q51974,
Q1335610,Rolf Börner,Rolf Börner,독일,Q51974,
Q1352106,Erich Ebeling,Erich Ebeling,독일,Q51974,
Q1353070,마르셀로 디아스,마르셀로 디아스,칠레,Q51974,"Marcelo Diaz, Titiritero"
Q1359067,Ernst Kreuz,Ernst Kreuz,독일,Q51974,
Q1359658,Almami Moreira,Almami Moreira,포르투갈,Q51974,
Q1363324,Erwin Piechowiak,Erwin Piechowiak,독일,Q51974,
Q1363363,Erwin Reinhardt,Erwin Reinhardt,독일,Q51974,
Q1375711,알란 한센,알란 한센,덴마크 왕국,Q51974,
Q137839,Valmir Nafiu,Valmir Nafiu,북마케도니아,Q51974,
Q137856,알렌 할릴로비치,알렌 할릴로비치,크로아티아,Q51974,
Q1385211,페터르 훕체프,페터르 훕체프,불가리아,Q51974,
Q1389451,Karsten Bäron,Karsten Bäron,독일,Q51974,
Q1390212,Fabian Bröcker,Fabian Bröcker,독일,Q51974,
Q1394094,Falk Schindler,Falk Schindler,독일,Q51974,
Q1397495,Richard Dörfel,Richard Dörfel,독일,Q51974,
Q139793,Walter Borck,Walter Borck,독일,Q51974,
Q1407112,Tanja Wörle,Tanja Wörle,독일,Q51974,
Q1413710,Marko Riegel,Marko Riegel,독일,Q51974,
Q1415253,Rudi Agte,Rudi Agte,독일,Q51974,
Q1429965,Florian Weichert,Florian Weichert,독일,Q51974,
Q1429965,Florian Weichert,Florian Weichert,동독,Q51974,
Q143250,빌리 슐츠,빌리 슐츠,독일,Q51974,
Q1446185,Walter Kolzen,Walter Kolzen,독일,Q51974,
Q1447819,Franz Klepacz,Franz Klepacz,독일,Q51974,
Q1449290,Jörg Hoßbach,Jörg Hoßbach,독일,Q51974,
Q1452399,Fred Klaus,Fred Klaus,독일,Q51974,
Q14640027,조나탕 타,조나탕 타,독일,Q51974,Jonathan Glao Tah
Q1466838,Kathrin Patzke,Kathrin Patzke,독일,Q51974,Kathrin Grunwald
Q1469081,Michael Molata,Michael Molata,독일,Q51974,
Q1469527,Heinz Spundflasche,Heinz Spundflasche,독일,Q51974,
Q14757707,Fabian Franke,Fabian Franke,독일,Q51974,
