qid,wikidata_name,display_name,country,club_qid,alias
Q10549210,Jean-Bryan Boukaka,Jean-Bryan Boukaka,콩고 공화국,Q19509,
Q106366721,레슬리 우고추쿠,레슬리 우고추쿠,프랑스,Q19509,Chimuanya Lesley Ugochukwu
Q108199499,Lorenz Assignon,Lorenz Assignon,토고,Q19509,
Q108199499,Lorenz Assignon,Lorenz Assignon,프랑스,Q19509,
Q108304158,베르투 이을드름,베르투 이을드름,튀르키예,Q19509,Bertuğ Özgür Yıldırım
Q1085085,장피에르 시프리앵,장피에르 시프리앵,프랑스,Q19509,
Q1101739,Olivier N'Siabamfumu,Olivier N'Siabamfumu,콩고 민주 공화국,Q19509,"Olivier Nsiabamfumu, Olivier Muntenau N'Siabamfumu"
Q1101739,Olivier N'Siabamfumu,Olivier N'Siabamfumu,프랑스,Q19509,"Olivier Nsiabamfumu, Olivier Muntenau N'Siabamfumu"
Q112170256,데지레 두에,데지레 두에,코트디부아르,Q19509,"Desire Doue, Desire Nonka-Maho Doue, Désiré Nonka-Maho Doué"
Q112170256,데지레 두에,데지레 두에,프랑스,Q19509,"Desire Doue, Desire Nonka-Maho Doue, Désiré Nonka-Maho Doué"
Q1131690,살리우 라시시,살리우 라시시,코트디부아르,Q19509,
Q1131690,살리우 라시시,살리우 라시시,프랑스,Q19509,
Q1133689,Corneliu Papură,Corneliu Papură,루마니아,Q19509,
Q113472639,이브라힘 살라,이브라힘 살라,모로코,Q19509,
Q113472639,이브라힘 살라,이브라힘 살라,벨기에,Q19509,
Q1153015,로메인 알레산드리니,로메인 알레산드리니,프랑스,Q19509,
Q116155,프랭스 오니앙게,프랭스 오니앙게,콩고 공화국,Q19509,"Prince Alban Oniangué, Prince Oniangué"
Q116155,프랭스 오니앙게,프랭스 오니앙게,프랑스,Q19509,"Prince Alban Oniangué, Prince Oniangué"
Q116215934,Carlos Gómez,Carlos Gómez,콜롬비아,Q19509,"Andrés Gómez, Carlos Andrés Gómez"
Q116586,가엘 다니크,가엘 다니크,프랑스,Q19509,
Q116997,푸에드 카디르,푸에드 카디르,알제리,Q19509,
Q116997,푸에드 카디르,푸에드 카디르,프랑스,Q19509,
Q117436,요안 구르퀴프,요안 구르퀴프,프랑스,Q19509,"구르쿠프, 구르퀴프, 요안 구어쿠프, 요앙 구르퀴프"
Q118246588,Arman Soldin,Arman Soldin,보스니아 헤르체고비나,Q19509,
Q118246588,Arman Soldin,Arman Soldin,프랑스,Q19509,
Q11956,올라 토이보넨,올라 토이보넨,스웨덴,Q19509,Nils Ola Toivonen
Q11985730,Václav Mrázek,Václav Mrázek,체코슬로바키아,Q19509,Vaclav Mrazek
Q1200065,루카스 세베리누,루카스 세베리누,브라질,Q19509,
Q12024119,Jaroslav Vojta,Jaroslav Vojta,체코슬로바키아,Q19509,
Q1210559,Didier Notheaux,Didier Notheaux,프랑스,Q19509,
Q121639,Cheick Fantamady Diarra,Cheick Fantamady Diarra,말리,Q19509,
Q121639,Cheick Fantamady Diarra,Cheick Fantamady Diarra,프랑스,Q19509,
Q12391337,Karl Kaimba Arantes,Karl Kaimba Arantes,정보 없음,Q19509,
Q124283398,제레미 자케,제레미 자케,프랑스,Q19509,
Q124608,파파쿨리 디오프,파파쿨리 디오프,세네갈,Q19509,Papeto el de los espetos
Q124858083,Mohamed Jaouab,Mohamed Jaouab,모로코,Q19509,
Q1253294,로랑 위아르,로랑 위아르,프랑스,Q19509,
Q125669,스테판 기바르쉬,스테판 기바르쉬,프랑스,Q19509,"Stephane Guivarc'h, Stephane Pierre Yves Guivarc'h, Stéphane Pierre Yves Guivarc'h"
Q1265123,제라르 솔레르,제라르 솔레르,프랑스,Q19509,Gerard Soler
Q128722,팔루 디아네,팔루 디아네,세네갈,Q19509,"Diagne Fallou, Fallou Diagne, Serigne Fallou Diagne"
Q128722,팔루 디아네,팔루 디아네,프랑스,Q19509,"Diagne Fallou, Fallou Diagne, Serigne Fallou Diagne"
Q128900,크리스티앙 구르퀴프,크리스티앙 구르퀴프,프랑스,Q19509,Christian Jean Gourcuff
Q12958760,Édouard Monoré,Édouard Monoré,프랑스,Q19509,
Q12989629,Mohamed Firoud,Mohamed Firoud,프랑스,Q19509,
Q131520550,Fernand Amand,Fernand Amand,프랑스,Q19509,
Q1336172,Jean Grumellon,Jean Grumellon,프랑스,Q19509,
Q1338551,장조엘 페리에둠베,장조엘 페리에둠베,카메룬,Q19509,
Q1338551,장조엘 페리에둠베,장조엘 페리에둠베,프랑스,Q19509,
